"EDV,lv","EDP,lv","ESV,lv","pMax,lv","dp/dtMax,lv","dp/dtMin,lv","EDV,rv","EDP,rv","ESV,rv","pMax,rv","dp/dtMax,rv","dp/dtMin,rv","EDV,la","ESV,la","VMax,la","pMax,La","EDV,ra","ESV,ra","VMax,ra","pMax,ra"
111.64,2.41,65.25,68.38,895.0,-432.0,137.13,4.75,97.04,29.42,420.0,-172.0,148.51,136.25,164.45,2.1,165.12,130.22,172.82,5.49
182.15,7.81,149.74,104.57,1179.0,-602.0,98.77,3.28,68.55,25.8,402.0,-154.0,184.45,143.77,186.82,7.18,147.56,113.44,150.99,3.6
140.35,5.75,96.02,83.03,1265.0,-575.0,133.85,4.96,95.12,32.44,507.0,-189.0,162.95,131.57,170.18,3.82,169.59,115.27,174.39,5.38
127.88,3.71,67.57,76.51,1049.0,-478.0,162.33,4.21,104.9,34.28,551.0,-207.0,155.23,131.81,175.1,3.44,160.86,119.87,170.41,4.93
141.63,7.09,86.26,114.51,1702.0,-758.0,120.99,3.59,68.24,24.9,300.0,-124.0,181.7,146.9,196.91,6.45,157.13,118.8,160.79,3.92
132.74,6.15,79.66,117.04,2152.0,-683.0,142.01,3.65,91.42,29.11,424.0,-137.0,175.34,138.27,187.34,6.25,159.46,113.15,163.0,5.22
149.48,5.62,112.62,115.59,1634.0,-702.0,142.46,2.81,106.79,31.11,547.0,-181.0,170.03,134.92,172.91,4.84,143.53,113.49,149.47,3.21
150.07,6.55,96.64,105.13,1560.0,-646.0,125.81,3.88,76.39,24.64,311.0,-114.0,165.09,139.71,181.56,4.62,154.46,124.22,159.46,3.6
149.59,6.88,105.79,117.45,1666.0,-652.0,116.63,3.25,77.69,23.73,560.0,-128.0,188.06,152.36,190.95,6.58,151.88,124.29,158.59,3.45
146.28,6.13,104.18,122.0,1798.0,-693.0,127.16,3.55,87.82,30.68,512.0,-162.0,170.58,134.8,176.73,5.5,152.34,114.22,157.28,4.66
157.41,4.76,116.22,76.97,1120.0,-433.0,114.0,3.97,79.65,25.08,353.0,-121.0,167.33,143.66,175.62,4.44,158.36,121.95,160.59,4.14
149.49,6.59,97.94,91.26,1464.0,-663.0,130.52,3.79,82.1,23.38,213.0,-116.0,175.1,143.87,186.8,5.99,151.64,119.25,156.85,4.3
170.85,7.27,111.04,86.46,1101.0,-489.0,111.48,4.66,58.24,22.68,197.0,-100.0,190.47,143.48,200.75,6.94,168.47,117.24,171.17,5.14
135.66,4.26,77.09,87.22,1607.0,-486.0,133.87,4.82,78.43,32.66,514.0,-164.0,161.74,137.34,174.49,3.56,164.65,125.78,168.39,5.25
148.12,6.02,90.53,116.53,1893.0,-878.0,137.35,3.43,81.0,25.73,275.0,-138.0,169.58,134.61,185.43,5.9,152.42,115.9,158.82,4.22
141.19,7.25,92.5,118.64,2019.0,-835.0,124.73,4.67,79.6,26.02,393.0,-141.0,165.62,141.22,180.6,4.63,156.12,120.76,162.32,4.08
133.16,5.04,91.1,108.13,1868.0,-778.0,135.53,2.97,96.15,31.56,561.0,-197.0,175.78,145.11,184.04,4.87,154.22,121.27,162.44,3.66
122.36,4.18,69.67,75.94,1174.0,-503.0,154.95,4.43,107.02,28.86,412.0,-159.0,160.59,130.43,169.59,3.79,165.33,117.77,168.62,5.83
161.89,6.66,108.15,112.45,1470.0,-655.0,116.92,3.58,68.09,24.73,278.0,-113.0,174.23,140.2,187.65,6.13,154.32,118.01,157.91,3.83
136.26,5.38,99.0,110.58,1733.0,-758.0,114.21,3.11,79.64,24.13,365.0,-128.0,197.95,157.94,198.29,4.5,160.22,128.4,169.56,3.15
119.14,4.41,70.08,105.84,1949.0,-759.0,142.13,3.53,96.31,30.34,520.0,-188.0,154.43,138.32,171.25,3.04,151.34,128.21,160.57,3.1
153.16,5.63,105.55,118.09,1882.0,-757.0,128.47,3.54,84.71,30.31,487.0,-173.0,173.4,133.36,180.0,5.16,154.99,114.4,162.13,4.42
158.55,7.28,116.19,96.36,1200.0,-576.0,141.31,4.64,101.54,30.21,458.0,-168.0,169.65,129.75,170.01,4.03,149.31,112.47,154.51,3.88
159.18,5.96,116.21,85.0,1239.0,-482.0,115.75,4.5,79.12,27.82,389.0,-124.0,180.26,136.34,178.26,4.74,164.34,116.73,169.8,5.28
146.08,4.55,83.98,81.53,998.0,-409.0,123.9,4.45,66.45,27.65,366.0,-124.0,161.99,135.88,178.49,4.25,160.97,125.58,165.49,4.71
133.71,4.69,88.93,123.27,1544.0,-762.0,131.54,2.76,91.44,23.68,368.0,-134.0,165.34,147.17,178.94,4.62,152.49,126.47,155.32,3.03
164.4,7.91,128.22,115.52,1450.0,-691.0,110.36,3.01,76.07,19.73,253.0,-113.0,179.8,142.84,181.67,7.21,145.12,115.16,146.38,3.21
130.13,3.81,95.55,93.46,1095.0,-545.0,133.44,3.14,103.6,22.98,302.0,-124.0,170.09,136.92,169.81,3.62,155.86,123.74,158.59,3.29
117.94,4.41,67.3,90.48,1408.0,-604.0,146.4,4.13,99.43,26.94,349.0,-150.0,162.58,134.07,176.22,3.94,160.77,118.88,170.17,5.3
141.12,5.87,88.63,100.45,1557.0,-602.0,116.36,4.04,67.06,23.41,242.0,-105.0,185.26,156.53,200.95,5.42,163.16,127.84,169.21,4.17
136.61,4.75,85.86,104.99,1730.0,-747.0,136.31,3.2,89.85,28.78,453.0,-163.0,164.8,141.48,178.89,4.53,158.02,124.45,161.1,3.78
119.54,4.66,71.78,108.44,1535.0,-688.0,131.44,3.62,88.84,32.66,535.0,-176.0,162.66,138.02,176.19,4.05,154.41,120.45,162.34,4.29
149.2,7.92,108.84,126.91,1899.0,-662.0,114.42,2.74,75.45,22.82,338.0,-113.0,195.56,154.51,196.48,7.96,144.26,117.71,150.22,3.21
141.38,4.41,89.98,88.5,1314.0,-559.0,132.63,3.94,84.37,29.48,466.0,-160.0,165.34,143.62,182.79,3.72,160.48,124.96,168.92,4.4
146.84,7.37,101.48,131.52,1743.0,-707.0,120.93,3.27,77.01,26.09,385.0,-125.0,188.79,142.68,188.95,6.79,140.79,113.11,151.54,4.2
136.76,4.36,71.88,91.75,1159.0,-542.0,151.1,4.04,90.24,38.18,609.0,-185.0,156.63,124.79,174.71,4.11,164.06,116.0,171.46,5.03
144.82,9.76,89.31,136.23,1950.0,-853.0,115.38,3.43,63.22,25.9,285.0,-130.0,203.52,158.69,214.35,9.15,157.05,116.54,160.1,4.03
141.7,6.01,100.41,106.02,1667.0,-712.0,141.37,3.27,103.45,25.25,434.0,-156.0,178.44,146.92,183.9,5.1,149.01,119.68,158.31,3.44
115.17,5.99,57.33,80.16,1419.0,-445.0,140.81,6.9,87.49,31.88,622.0,-164.0,155.71,138.46,174.99,2.89,166.49,132.36,177.28,5.0
126.76,8.03,84.92,109.41,1499.0,-722.0,146.96,4.66,107.86,27.85,421.0,-158.0,172.99,133.87,174.68,4.25,155.47,115.94,162.18,4.0
137.74,7.04,78.31,84.78,1130.0,-508.0,128.52,5.27,76.61,29.84,498.0,-163.0,158.04,138.15,179.54,3.87,167.67,130.08,176.96,4.23
163.11,6.78,122.9,104.66,1603.0,-578.0,115.09,3.27,78.68,28.12,476.0,-149.0,178.5,137.95,177.95,6.21,144.7,114.8,149.74,3.66
133.06,4.66,75.76,75.97,1121.0,-465.0,127.38,4.18,75.15,24.68,256.0,-113.0,168.28,145.53,184.82,4.36,166.25,130.85,170.06,4.51
127.66,4.11,72.26,77.05,1214.0,-473.0,135.53,4.79,84.62,27.4,350.0,-134.0,163.47,139.82,177.53,3.6,169.01,124.99,172.93,5.58
181.17,8.66,142.83,110.07,1471.0,-601.0,111.54,3.02,74.76,21.56,264.0,-109.0,204.33,156.6,204.25,8.41,145.84,114.53,150.23,3.3
164.71,6.85,101.83,76.13,927.0,-438.0,121.73,4.33,62.55,23.96,186.0,-98.0,177.41,146.88,198.82,5.83,166.15,126.16,169.94,4.56
153.56,6.33,106.5,121.62,1677.0,-725.0,128.35,3.18,81.94,21.27,251.0,-104.0,186.92,149.58,198.15,6.14,155.12,117.4,158.87,3.82
128.28,6.38,59.22,83.88,1226.0,-567.0,159.25,5.25,90.34,28.64,296.0,-161.0,167.06,139.37,190.29,4.67,167.01,122.85,174.02,5.5
149.34,4.61,94.95,90.5,1266.0,-575.0,137.86,3.77,87.94,30.02,465.0,-165.0,156.41,134.21,175.91,4.33,156.21,118.1,163.3,4.54
128.35,3.06,87.97,93.24,1373.0,-543.0,125.46,3.58,90.53,28.02,439.0,-134.0,152.39,135.5,163.29,3.19,152.96,125.78,161.51,4.48
140.41,4.59,87.64,83.38,1279.0,-559.0,147.33,4.66,100.04,30.39,477.0,-182.0,154.07,123.37,164.4,3.84,164.69,114.76,167.63,5.37
179.44,6.76,116.17,79.15,820.0,-515.0,113.31,4.9,54.93,25.41,206.0,-138.0,179.63,135.19,193.7,6.53,165.69,111.54,168.46,5.92
132.44,3.2,83.64,83.14,1386.0,-517.0,138.06,4.16,95.17,29.08,482.0,-161.0,150.89,130.73,161.84,3.06,161.62,122.66,165.32,5.11
135.5,5.34,70.29,82.32,1177.0,-622.0,139.47,4.83,77.66,25.08,167.0,-117.0,175.91,142.96,195.09,4.73,175.18,124.19,179.44,5.48
147.49,3.82,94.29,73.02,1013.0,-436.0,138.37,4.66,88.57,25.72,278.0,-133.0,162.83,139.33,179.23,3.61,172.19,126.19,176.49,5.75
151.28,5.1,109.84,88.27,1266.0,-525.0,108.03,3.45,71.78,23.58,349.0,-119.0,180.18,152.71,187.7,4.96,154.71,125.72,160.64,3.84
141.91,5.85,100.86,102.2,1303.0,-653.0,140.46,3.09,102.9,20.78,284.0,-117.0,183.11,142.0,182.85,5.23,147.03,118.59,156.48,3.71
125.87,3.99,89.83,96.25,1399.0,-641.0,132.43,2.88,98.92,27.82,408.0,-165.0,175.22,143.04,175.89,3.93,152.65,124.4,157.82,3.5
166.37,6.5,111.96,110.3,1775.0,-772.0,123.11,4.19,73.08,26.61,340.0,-143.0,169.11,130.47,179.3,6.03,158.67,111.33,159.92,5.3
152.35,7.49,114.99,122.13,1555.0,-706.0,134.5,2.41,94.74,20.69,298.0,-109.0,188.57,146.63,191.04,6.79,140.87,117.0,146.91,2.74
155.98,7.84,116.71,114.7,1718.0,-713.0,120.56,2.4,82.97,19.23,257.0,-100.0,209.59,171.05,213.0,7.58,150.78,121.51,154.22,2.98
153.29,7.24,105.3,104.45,1483.0,-692.0,109.89,3.54,64.82,22.06,223.0,-109.0,204.1,162.47,210.67,7.19,157.9,123.05,164.62,3.94
177.71,7.55,139.45,114.81,1418.0,-642.0,107.07,3.1,71.48,23.68,319.0,-136.0,192.35,144.91,191.78,7.92,147.46,115.14,152.15,3.73
166.36,6.91,133.08,91.36,1125.0,-567.0,111.76,4.07,81.04,27.43,407.0,-158.0,170.67,135.22,172.53,4.76,151.48,117.69,156.68,3.86
130.57,3.38,82.49,65.44,741.0,-484.0,145.69,3.98,103.5,26.96,375.0,-163.0,155.42,133.64,170.39,3.28,164.49,122.82,172.08,5.26
133.87,6.05,92.82,115.76,1726.0,-651.0,132.49,2.93,95.26,21.37,378.0,-109.0,184.06,157.09,192.03,4.78,149.52,127.77,158.73,2.9
138.94,5.84,84.33,93.35,1557.0,-590.0,123.39,4.37,75.29,27.51,336.0,-131.0,169.62,141.36,184.78,4.74,164.04,123.58,169.01,4.28
153.0,4.97,121.73,92.99,1169.0,-564.0,118.22,3.06,86.89,24.23,354.0,-142.0,184.59,148.47,186.34,5.03,155.86,123.89,162.7,3.67
144.53,6.67,95.08,99.76,1747.0,-656.0,106.28,3.35,63.29,26.09,370.0,-139.0,189.22,156.32,197.41,6.33,160.37,130.48,164.48,3.54
165.66,5.82,115.81,108.15,1624.0,-661.0,136.34,2.82,89.04,27.71,432.0,-159.0,174.19,140.72,185.67,5.89,149.97,114.39,152.97,3.65
165.87,7.2,132.4,110.61,1556.0,-626.0,106.69,3.02,72.84,23.63,355.0,-124.0,181.46,147.02,183.51,5.98,143.45,119.69,149.33,2.9
142.56,6.66,107.56,113.08,1446.0,-668.0,110.51,3.24,76.76,27.69,448.0,-164.0,186.43,144.08,186.34,6.3,150.91,116.74,156.63,3.5
122.94,4.19,75.75,79.8,1349.0,-557.0,145.56,3.91,101.19,25.6,325.0,-142.0,159.37,139.84,174.19,4.36,157.89,124.72,163.75,5.08
128.44,3.17,76.25,92.47,1324.0,-562.0,130.99,3.66,84.64,35.5,622.0,-188.0,167.74,138.32,181.54,3.08,169.21,128.19,180.66,4.25
145.47,5.46,105.81,94.69,1345.0,-628.0,128.96,3.3,92.0,23.68,344.0,-144.0,174.44,145.28,179.74,5.02,149.78,123.09,156.42,3.6
123.69,3.15,68.38,75.68,1131.0,-511.0,138.38,4.61,87.93,38.08,695.0,-222.0,145.59,126.55,161.49,2.65,159.71,120.44,167.0,5.68
135.85,3.34,93.21,101.14,1508.0,-632.0,133.4,3.53,95.83,30.98,520.0,-176.0,156.51,133.6,167.64,2.9,160.69,121.93,163.75,3.8
165.1,4.8,137.86,94.66,1090.0,-543.0,112.08,2.58,88.88,22.23,311.0,-128.0,165.69,138.29,165.68,5.26,142.96,121.24,146.6,3.04
142.67,5.2,89.79,82.25,1088.0,-571.0,116.13,3.74,71.22,26.67,351.0,-144.0,181.09,150.54,191.65,4.79,167.01,130.91,172.12,3.74
146.69,3.38,108.37,78.33,1054.0,-420.0,106.02,3.55,76.22,27.89,394.0,-134.0,173.59,140.3,171.45,2.84,166.33,130.72,169.14,3.62
139.6,4.02,84.14,76.65,1132.0,-545.0,135.53,4.16,85.0,28.66,379.0,-173.0,155.16,131.76,172.96,3.81,160.67,124.89,168.53,4.47
130.1,3.65,76.31,99.91,1844.0,-632.0,148.98,3.58,96.03,36.0,622.0,-193.0,154.93,130.35,172.42,3.77,157.31,117.19,163.87,4.67
153.34,6.96,112.55,101.46,1571.0,-640.0,120.5,3.69,80.48,23.2,291.0,-133.0,187.1,151.38,194.67,6.15,158.95,120.06,161.02,3.97
134.28,6.12,73.2,96.44,1336.0,-583.0,145.77,3.95,88.36,26.77,334.0,-132.0,171.68,137.37,188.34,6.2,160.86,116.33,164.28,4.96
146.08,7.72,106.75,131.12,1972.0,-806.0,133.35,3.29,95.3,23.75,357.0,-141.0,191.05,148.08,193.56,6.11,150.25,113.12,155.77,3.67
142.78,6.0,97.28,102.76,1408.0,-629.0,109.28,2.92,68.68,23.41,283.0,-123.0,201.86,162.78,202.01,6.03,151.5,132.22,163.46,2.92
136.36,5.28,97.6,116.74,1578.0,-784.0,133.13,3.27,97.89,31.29,518.0,-186.0,179.67,142.99,179.89,4.54,149.03,119.2,157.68,3.56
146.25,6.11,96.03,107.3,1624.0,-786.0,143.31,3.69,93.79,24.23,320.0,-149.0,164.86,134.9,178.0,4.43,149.71,116.54,157.32,3.8
180.59,10.05,143.93,101.41,1157.0,-556.0,109.04,3.61,73.67,18.59,214.0,-86.0,210.0,158.05,211.9,9.48,145.88,109.91,154.34,3.75
144.67,7.44,71.15,102.84,1826.0,-646.0,147.73,4.28,76.51,30.37,187.0,-119.0,175.73,128.54,191.13,7.35,155.25,110.57,163.03,5.85
157.1,6.98,115.39,118.36,1433.0,-670.0,113.84,3.08,72.94,19.37,220.0,-80.0,201.42,152.03,202.87,7.88,147.1,117.63,157.66,3.67
114.21,4.13,72.11,89.53,1368.0,-525.0,128.33,3.7,90.41,27.55,395.0,-134.0,174.48,146.7,177.85,3.66,154.54,127.62,163.22,3.98
132.41,3.58,82.01,83.2,1431.0,-587.0,147.91,3.61,101.49,27.09,367.0,-142.0,161.93,139.52,178.34,3.53,163.59,123.85,170.04,4.85
129.65,3.8,92.97,116.12,1713.0,-825.0,128.56,2.57,92.55,31.78,597.0,-194.0,164.46,139.49,174.24,3.47,149.45,121.73,156.34,3.22
115.34,2.86,74.7,91.35,1476.0,-722.0,134.18,3.35,99.06,30.11,468.0,-190.0,154.84,136.5,166.78,2.67,158.65,127.44,164.37,3.74
151.55,8.71,101.45,148.82,2146.0,-956.0,123.1,3.25,74.69,25.12,342.0,-152.0,198.32,142.88,199.34,7.76,152.55,109.6,156.69,4.58
143.56,4.65,98.89,98.19,1445.0,-631.0,125.14,3.54,83.94,29.15,466.0,-159.0,182.3,142.02,184.19,4.33,158.66,122.18,169.43,4.06
138.5,3.9,77.86,76.79,1006.0,-551.0,145.83,4.39,89.2,33.95,487.0,-214.0,148.94,123.53,167.88,3.76,157.63,115.54,164.46,5.54
136.07,6.92,94.09,107.25,1782.0,-694.0,128.01,4.28,90.25,33.1,597.0,-190.0,163.92,133.01,170.28,5.34,151.64,115.42,155.07,4.2
143.78,8.2,81.01,88.67,997.0,-582.0,146.97,5.04,87.39,25.31,252.0,-129.0,180.09,138.93,196.74,6.01,157.66,114.45,170.57,4.69
121.81,2.65,69.33,79.42,1294.0,-497.0,141.07,3.98,92.0,32.52,544.0,-196.0,156.07,140.85,176.48,2.38,165.51,133.07,176.85,4.58
142.91,5.86,107.4,96.61,1619.0,-646.0,128.36,2.93,96.76,23.92,410.0,-138.0,165.74,142.03,172.1,5.16,149.49,124.19,151.53,2.93
144.03,5.41,86.15,81.94,1134.0,-564.0,132.75,4.04,79.61,21.43,142.0,-97.0,169.89,143.78,189.19,5.19,163.17,125.12,167.71,4.85
138.92,5.24,101.56,107.91,1743.0,-706.0,132.03,2.4,96.67,26.25,456.0,-155.0,177.1,151.19,184.48,5.3,149.88,124.45,153.73,3.02
130.0,4.25,96.6,91.99,1475.0,-543.0,115.54,3.36,88.86,26.32,424.0,-122.0,176.69,148.75,177.04,3.83,157.02,127.68,163.01,3.77
171.07,7.14,142.14,93.64,1058.0,-474.0,102.31,2.81,76.27,19.25,266.0,-99.0,189.41,151.36,189.59,7.91,147.31,120.03,152.97,3.1
144.21,6.5,96.12,95.09,1574.0,-689.0,134.11,4.58,89.97,23.59,300.0,-134.0,164.25,140.98,180.27,4.57,159.67,120.78,165.47,4.59
161.81,8.02,106.77,112.92,1596.0,-656.0,126.91,3.66,73.55,24.67,329.0,-120.0,177.27,137.39,189.18,6.34,154.7,114.98,157.92,4.09
136.98,4.59,104.56,96.14,1526.0,-600.0,115.47,3.08,87.58,29.1,481.0,-164.0,169.28,145.67,172.78,4.36,146.09,123.23,152.59,3.47
132.8,4.45,88.6,116.97,1650.0,-671.0,137.56,2.92,93.83,29.17,477.0,-156.0,165.74,140.99,180.56,3.94,151.15,117.88,156.36,3.54
137.3,6.54,99.13,123.98,1782.0,-772.0,121.22,4.18,88.08,29.22,503.0,-159.0,171.8,135.49,170.98,3.78,156.23,117.66,159.37,3.87
158.05,5.81,106.52,125.55,2116.0,-844.0,134.06,2.76,82.56,27.73,346.0,-156.0,173.34,139.93,186.24,6.34,149.76,115.98,153.34,3.52
168.66,5.99,129.75,114.69,1461.0,-678.0,107.75,2.52,71.27,27.43,484.0,-169.0,172.34,142.67,175.9,5.59,144.8,121.85,146.75,2.68
148.96,8.42,104.58,121.86,2033.0,-771.0,118.96,5.95,77.06,29.02,676.0,-177.0,164.15,143.6,178.61,4.35,153.72,122.27,156.22,3.28
169.03,6.83,116.77,108.18,1678.0,-650.0,128.87,3.56,80.51,26.01,315.0,-129.0,186.62,144.5,195.44,6.21,156.32,115.5,161.82,4.14
142.18,4.54,83.19,83.77,1438.0,-684.0,145.34,4.32,90.36,27.34,332.0,-162.0,158.32,130.95,174.33,4.25,163.98,119.75,167.53,5.19
141.67,6.45,91.81,122.71,2115.0,-830.0,123.66,3.29,75.58,21.97,261.0,-103.0,189.94,153.53,202.9,6.23,160.37,121.45,163.61,3.95
138.31,3.94,86.46,88.16,1375.0,-507.0,139.05,5.03,90.23,36.31,620.0,-196.0,148.94,130.21,165.51,2.83,160.24,121.62,166.99,5.34
170.73,5.65,128.75,88.41,1159.0,-575.0,98.41,3.19,61.35,23.43,317.0,-126.0,197.28,158.37,197.06,4.48,154.91,131.26,167.55,3.05
126.76,6.61,79.97,124.73,2193.0,-749.0,130.03,3.91,88.11,33.13,699.0,-184.0,168.44,139.15,178.37,4.54,153.82,118.59,159.21,3.48
136.85,5.0,92.57,118.65,1711.0,-771.0,147.47,3.32,105.01,30.86,507.0,-182.0,170.33,134.73,173.95,4.61,146.81,113.87,156.36,4.34
129.47,4.14,92.16,77.46,1069.0,-480.0,125.0,4.13,94.12,26.07,343.0,-133.0,164.64,128.04,164.01,3.69,161.32,118.92,163.1,4.69
129.08,4.78,69.76,83.2,1287.0,-537.0,126.68,5.04,72.68,32.05,469.0,-182.0,156.19,126.99,170.01,3.99,166.19,119.42,169.65,5.46
136.97,5.03,103.67,107.31,1500.0,-655.0,123.0,2.9,92.92,27.73,459.0,-170.0,168.92,134.88,169.6,4.76,149.67,118.26,152.91,3.35
138.38,6.13,82.79,96.12,1627.0,-587.0,138.5,5.33,87.33,33.07,624.0,-173.0,156.13,133.41,172.98,3.89,159.75,120.42,165.25,4.74
145.17,5.48,98.01,86.03,1222.0,-564.0,109.81,3.69,69.28,25.92,400.0,-152.0,168.86,146.96,180.45,4.87,160.55,128.71,162.89,3.83
142.03,5.87,97.85,88.37,1212.0,-518.0,115.65,4.07,77.53,26.23,344.0,-138.0,176.97,137.19,178.6,5.13,155.27,119.59,163.43,4.75
130.78,6.05,68.93,86.97,1341.0,-619.0,148.06,4.75,89.56,26.02,215.0,-139.0,172.62,133.64,188.93,5.47,170.63,115.52,175.58,5.6
135.54,6.54,84.17,125.84,2121.0,-760.0,127.89,3.93,81.91,25.02,378.0,-123.0,179.43,144.46,190.55,5.38,160.27,120.58,167.14,3.98
121.68,4.34,75.37,100.32,1886.0,-690.0,144.32,3.48,101.26,31.39,530.0,-170.0,154.52,133.15,168.0,3.64,153.14,121.41,159.99,3.97
169.18,6.81,124.2,77.57,1053.0,-438.0,99.22,3.98,59.62,21.28,227.0,-106.0,195.33,151.6,194.61,6.55,155.12,124.82,164.88,4.62
153.51,8.38,102.44,127.38,1813.0,-748.0,134.95,2.84,83.27,24.01,297.0,-114.0,197.16,145.57,200.65,7.32,146.94,111.79,152.86,3.39
135.14,5.05,81.94,84.4,1053.0,-638.0,121.99,3.89,74.38,25.09,325.0,-161.0,170.05,147.33,187.42,5.18,159.58,125.56,168.35,4.78
153.01,7.89,119.67,114.6,1551.0,-681.0,109.2,2.93,79.77,19.51,276.0,-111.0,194.33,158.42,194.82,7.26,147.69,122.65,152.7,3.1
156.65,4.04,124.74,97.82,1191.0,-600.0,138.85,2.65,109.44,24.1,358.0,-138.0,174.56,144.45,176.32,3.81,146.02,121.32,152.73,3.25
150.54,8.84,114.22,118.46,1545.0,-646.0,109.75,3.06,75.63,21.23,293.0,-104.0,197.91,155.38,199.36,8.1,146.49,118.78,154.99,3.25
134.75,6.49,95.9,116.87,1668.0,-720.0,123.57,2.81,84.54,22.26,294.0,-128.0,183.65,157.04,194.94,6.25,151.94,124.4,155.22,3.1
137.32,4.93,89.85,91.19,1425.0,-644.0,132.34,4.15,89.36,28.44,385.0,-171.0,161.79,132.41,174.14,4.27,162.07,119.97,166.08,4.6
149.91,4.39,96.83,89.38,1350.0,-571.0,121.93,3.94,70.94,30.21,865.0,-162.0,173.21,133.46,177.56,4.29,153.68,120.56,165.52,4.85
135.83,4.15,93.25,121.61,1755.0,-697.0,132.85,3.23,93.57,27.84,478.0,-140.0,164.93,136.07,172.88,3.78,149.1,119.2,159.14,3.82
145.91,5.16,115.36,95.04,1266.0,-619.0,120.5,3.57,93.27,22.22,321.0,-133.0,175.47,144.31,175.75,4.62,150.95,121.75,157.15,3.94
128.44,5.27,72.77,97.71,1667.0,-616.0,126.07,4.04,74.69,29.08,388.0,-153.0,180.74,144.78,194.3,4.99,163.89,122.19,173.34,4.69
127.62,5.3,82.54,118.05,1835.0,-638.0,121.22,3.35,78.96,32.35,599.0,-166.0,187.44,145.07,187.39,4.92,153.01,117.78,162.57,4.49
158.5,5.92,102.12,91.19,1374.0,-612.0,132.58,3.57,79.89,22.49,257.0,-115.0,170.02,140.62,185.47,5.54,150.9,121.34,159.46,4.03
122.35,5.53,66.64,88.48,1492.0,-665.0,141.17,5.9,89.64,34.26,583.0,-220.0,154.78,133.85,172.15,3.14,164.35,122.36,169.58,4.83
158.69,9.93,113.9,102.93,1404.0,-600.0,109.19,4.03,65.23,20.11,234.0,-98.0,187.1,143.51,189.26,7.46,148.8,119.34,153.33,3.72
139.26,5.44,102.17,98.41,1238.0,-588.0,122.68,3.05,89.86,21.49,307.0,-119.0,185.46,152.13,185.02,5.11,147.7,125.0,156.28,3.52
123.75,3.47,66.39,79.17,1203.0,-440.0,144.56,4.97,92.24,31.33,465.0,-161.0,151.91,127.77,168.55,3.56,168.76,123.56,175.01,6.45
122.67,2.68,77.54,72.36,1094.0,-424.0,133.71,4.14,92.92,28.57,382.0,-150.0,160.14,138.38,172.24,2.35,167.88,129.0,175.54,4.75
132.93,5.24,87.76,93.22,1438.0,-629.0,130.91,5.0,88.71,29.08,429.0,-173.0,158.96,137.57,172.06,3.17,163.02,124.7,165.09,3.95
146.1,6.71,84.68,98.74,1528.0,-638.0,130.84,5.38,74.28,27.85,272.0,-131.0,169.27,138.09,189.04,4.99,171.35,117.37,174.93,5.59
127.9,4.21,96.25,95.54,1288.0,-601.0,115.06,3.14,86.56,25.69,370.0,-150.0,182.91,151.0,183.62,3.93,164.12,132.05,169.09,3.31
131.63,6.45,87.11,80.56,1180.0,-598.0,129.67,5.72,89.83,31.84,497.0,-204.0,163.75,139.31,175.91,3.67,166.45,119.76,172.54,5.23
152.92,4.55,116.65,83.12,1230.0,-564.0,128.43,3.33,96.37,22.56,308.0,-130.0,169.81,145.73,176.79,4.6,151.17,122.79,157.2,3.9
131.16,5.57,92.02,115.15,1658.0,-687.0,137.7,3.44,103.27,31.95,524.0,-173.0,170.77,131.09,169.92,4.57,149.05,113.73,155.72,4.07
160.21,6.1,116.13,114.14,1604.0,-730.0,109.84,3.61,68.82,31.05,507.0,-184.0,180.73,137.93,183.44,5.41,151.8,112.35,156.75,4.16
134.09,3.86,87.53,88.56,1474.0,-550.0,131.95,3.99,92.61,26.62,559.0,-135.0,155.72,131.27,168.53,3.85,159.83,124.95,169.33,4.67
136.24,3.4,98.31,83.48,1216.0,-576.0,134.97,3.88,100.95,26.56,381.0,-152.0,159.37,133.12,165.59,3.35,160.61,125.68,168.31,4.43
157.47,8.44,122.68,108.78,1747.0,-632.0,129.08,2.79,97.5,19.71,323.0,-116.0,190.65,151.07,190.36,7.9,144.59,116.18,148.27,3.28
162.92,6.72,126.41,115.42,1427.0,-611.0,122.33,2.69,88.5,21.35,303.0,-110.0,182.78,142.84,183.56,6.48,142.89,118.24,151.03,3.2
163.82,7.24,108.61,93.18,1059.0,-537.0,120.67,4.33,70.08,23.61,288.0,-113.0,193.45,139.08,192.52,5.98,155.33,115.96,168.17,5.17
131.07,5.38,100.28,106.38,1582.0,-672.0,117.08,3.66,91.45,26.05,463.0,-149.0,171.99,150.34,176.12,3.65,152.59,127.79,158.95,2.9
127.96,6.82,66.7,104.19,1920.0,-644.0,122.46,3.61,65.75,26.09,221.0,-103.0,173.35,148.1,194.32,6.26,159.18,125.98,161.29,3.7
149.45,6.83,97.55,85.77,1233.0,-467.0,120.78,5.54,74.34,26.89,349.0,-127.0,171.9,140.4,182.9,5.29,167.19,120.58,169.03,5.48
147.59,4.63,99.44,86.89,1386.0,-584.0,122.14,3.91,76.79,29.51,432.0,-170.0,166.63,139.26,178.01,4.52,161.74,122.01,164.49,4.74
132.57,8.84,72.76,110.55,2301.0,-658.0,140.88,6.63,84.96,29.36,450.0,-129.0,173.41,142.88,189.69,4.54,167.38,121.59,171.73,4.73
