PCa,[TRPN],Gncx,"Tref,v","TRPN50,v","nTm,v","nTRPN,v","rs,v","rw,v","Aeff,v","ku,v","ca50,v","mu,v",Iup(max),[Trpm]max,gCaL,"Tref,a","TRPN50,a","nTm,a","nTRPN,a","rs,a","rw,a","Aeff,a","phi,a","ca50,a","mu,a","CVf,v",kFEC,"CVf,a",kBB,AVdelay,Rsys,Rpulm,lAo,kAo,"a,v","bt,v","a,a","bf,a","bt,a",kperi,"EDPshift,LV","EDPunload,RV",aLvRv,TrefLvRv
0.000146062,0.103603,0.00113943,183.652,0.217228,2.46007,2.58473,0.169361,0.567528,29.2888,0.0285893,0.86169,2.14939,0.00780377,0.0950766,0.186417,113.292,0.507479,4.74338,1.37478,0.187544,0.486668,32.0307,1.7698,1.28534,7.6365,0.676387,2.72063,0.891784,4.99423,157.0,1.93749,1.2751,308.264,7.12497,1.39304,2.30792,2.49058,4.13394,1.85874,0.000607706,3.47918,6.64932,1.18362,0.513059
0.000104182,0.119275,0.000938757,196.611,0.197034,2.54988,2.78585,0.257312,0.683512,22.8667,0.0219239,0.783485,4.33939,0.0067922,0.0822262,0.123331,107.672,0.379394,3.10534,2.61766,0.333882,0.291208,19.074,2.2269,0.987208,10.363,0.606913,3.16068,1.00515,2.89759,102.0,3.51588,3.25507,372.14,8.72054,1.04157,3.41223,2.40684,9.54148,3.1499,0.00171611,3.66956,4.42338,1.18089,0.545424
0.000152484,0.110384,0.00115356,171.45,0.459662,2.66756,2.78196,0.16045,0.427803,23.6016,0.020048,0.558728,2.92801,0.00527443,0.0651311,0.166631,106.148,0.492752,6.48802,1.21982,0.137694,0.460752,27.5419,2.3352,1.1653,10.8833,0.399173,7.37486,0.853694,2.81215,107.0,3.38416,1.60961,498.745,9.11051,0.554207,3.18,1.64074,10.8631,4.27843,0.00113688,5.92804,7.03976,1.58582,0.761683
8.69566e-05,0.100185,0.00140254,160.678,0.369585,2.57373,2.5792,0.200024,0.484976,21.825,0.0282594,0.457652,3.17946,0.00291982,0.0391,0.120534,94.6888,0.476284,6.04846,1.23498,0.181455,0.611473,13.6196,2.27803,0.855933,12.6716,0.432009,6.51106,0.850885,3.85933,108.0,1.04763,2.02872,463.016,9.19601,0.877243,2.42035,2.2039,7.30625,3.32796,0.000805359,5.62152,6.99738,1.63451,0.822658
0.000133672,0.112055,0.00184218,196.325,0.465963,2.49701,2.59749,0.212498,0.488903,24.4179,0.0286287,0.493637,2.34505,0.00581327,0.0664612,0.124567,92.5768,0.506102,3.21714,1.69674,0.28259,0.624986,28.6444,1.65975,1.07616,12.7007,0.396822,6.59207,0.798881,3.92703,144.0,2.80668,2.05606,343.102,8.70309,1.19658,2.09743,1.89495,7.84496,3.55667,0.00136052,8.69162,4.43274,1.98918,0.529687
0.000152349,0.106291,0.00150966,173.836,0.355616,2.54065,2.99786,0.288237,0.424838,12.7514,0.0304488,0.536821,3.28694,0.00363677,0.0430726,0.179451,96.8,0.49306,4.96877,1.79854,0.251382,0.742639,21.5844,1.79773,1.04805,5.39645,0.48852,5.62966,0.955917,3.09345,101.0,1.74462,3.47658,431.84,6.74017,1.10809,1.97342,1.8778,11.2036,4.26207,0.00149929,7.54064,3.16116,1.77113,0.922461
0.000117807,0.0921799,0.00131804,195.369,0.422378,2.63542,2.59473,0.359238,0.613443,18.7898,0.0268176,0.664004,3.6778,0.00639822,0.0771522,0.12435,85.0599,0.485397,4.96128,1.16384,0.148559,0.560112,35.4226,2.26755,1.09549,9.62207,0.689323,2.33994,0.979099,2.96926,161.0,3.89372,3.10725,315.927,8.44044,1.48992,2.88994,2.30007,9.1793,2.04874,0.00180653,7.34387,7.05611,1.15287,0.78207
0.000116798,0.103263,0.00181678,182.817,0.326452,2.53512,2.85953,0.235394,0.560162,32.1438,0.0283943,0.470168,3.66122,0.00664334,0.077691,0.133832,85.6607,0.495432,7.22619,1.17426,0.146172,0.282112,13.7759,2.87232,1.02586,8.50006,0.448319,4.11499,0.936108,2.52095,189.0,3.75132,2.77074,411.771,7.21218,1.07462,3.33507,1.61723,9.99675,2.73574,0.00176952,3.48484,3.34738,1.78793,0.724657
0.000150735,0.12025,0.0016754,187.101,0.304898,2.70815,2.48354,0.129336,0.353705,12.9811,0.0291176,0.698259,2.00015,0.00750473,0.0900803,0.123633,91.676,0.338622,7.14554,1.52153,0.212667,0.684252,17.412,2.98247,1.16699,6.19979,0.444242,6.2378,0.948838,3.99429,133.0,2.99923,3.25022,435.545,7.69169,0.697089,2.88663,1.60107,4.28108,4.23307,0.00111163,4.09418,3.61684,1.22049,0.847927
0.000113788,0.0865633,0.00162775,170.851,0.364987,2.41476,2.76668,0.292287,0.545828,30.4188,0.0294399,0.516942,3.38647,0.00631465,0.0964613,0.134479,94.6555,0.415724,6.92838,1.55394,0.24133,0.550773,18.1156,2.2205,0.917585,10.454,0.509392,4.38124,0.932895,3.41453,181.0,2.491,3.57965,377.713,9.89101,0.929764,3.66308,2.30189,8.51008,2.77313,0.000615781,3.60668,6.07675,1.20441,0.569223
0.000137993,0.0802025,0.00177546,196.53,0.472033,1.93703,2.83894,0.287615,0.615324,33.6392,0.0220942,0.508371,3.1143,0.00276308,0.0549321,0.167589,87.7993,0.22619,3.59456,2.98411,0.30314,0.644665,32.1388,1.96912,1.18969,8.12501,0.391022,6.37078,0.871127,4.80008,180.0,2.00915,2.63403,443.536,8.54536,1.33827,3.82218,1.89624,7.44434,2.17944,0.0017297,8.71315,4.75054,1.29354,0.620631
9.79208e-05,0.0752446,0.00126961,195.804,0.355186,1.98586,2.97231,0.183387,0.442192,21.5844,0.0222147,0.530096,2.06983,0.00636205,0.0814022,0.0996798,95.0383,0.268659,3.57161,1.90964,0.219866,0.48319,17.0068,2.75179,1.15447,7.24073,0.528767,4.30964,0.781978,5.14133,104.0,3.30981,2.50833,417.852,7.16542,1.46624,4.35488,2.41141,8.73392,2.63673,0.00124142,8.06304,7.43919,1.54062,0.642058
0.000123914,0.0812705,0.00133121,175.487,0.442993,2.60105,2.63803,0.261568,0.728566,24.8859,0.02592,0.50074,3.10032,0.00679293,0.084294,0.139704,82.2155,0.367769,2.71924,1.91664,0.369527,0.617311,24.0813,2.48058,1.19058,8.48663,0.505258,3.63421,0.965445,3.0488,105.0,2.59591,2.63681,378.221,6.55839,1.46282,2.21436,2.37195,7.10676,1.97822,0.00126948,8.88248,5.23244,1.68184,0.594619
0.000141251,0.117679,0.00116928,179.757,0.315911,2.75168,2.81799,0.225779,0.400837,32.6322,0.0212957,0.628423,3.91457,0.00599579,0.0684897,0.162781,92.085,0.439466,7.03394,1.43291,0.263483,0.685503,17.5527,3.17095,1.25732,8.89775,0.717388,1.85751,0.930881,4.74907,138.0,1.23342,3.0745,474.092,9.49902,0.93104,3.66861,1.77685,8.51241,2.62221,0.00154704,3.54837,5.34437,1.0642,0.740586
0.000138532,0.117356,0.00101689,186.234,0.232913,2.97226,2.65176,0.223296,0.593791,18.5763,0.0255322,0.808448,2.60756,0.00656186,0.0912887,0.160577,98.057,0.458755,4.3292,1.65994,0.127777,0.339951,14.3079,2.96329,1.1728,7.7506,0.437451,7.79521,1.01978,4.85495,101.0,2.09409,2.92078,494.642,6.34524,0.638151,4.36288,2.48198,10.9052,2.00001,0.000743368,4.64311,7.56062,1.64733,0.838872
0.000126746,0.108827,0.00154004,194.902,0.485735,2.64839,2.51352,0.129506,0.508928,34.2008,0.0258389,0.472846,2.3734,0.00741751,0.0875041,0.135009,91.888,0.509606,3.3049,1.4189,0.272088,0.744319,17.8834,1.77242,1.10548,7.34731,0.436945,5.16169,0.879888,3.39966,160.0,1.57098,3.6684,398.184,6.25423,1.3417,1.50492,1.80261,4.39184,2.77557,0.00133616,5.80424,6.63626,1.95446,0.521773
0.000141008,0.0953874,0.00198026,182.29,0.231302,2.94664,2.24641,0.197551,0.66226,16.0072,0.0282319,0.743428,4.42278,0.00592336,0.0869617,0.160627,85.9333,0.355517,2.96501,2.38429,0.153405,0.544097,21.158,2.81654,1.19692,11.7726,0.408727,6.39792,0.847925,4.54546,185.0,3.67345,3.4441,434.257,6.70749,0.533431,3.88425,1.75304,10.0455,2.47773,0.000975238,7.33425,4.37941,1.36257,0.878969
0.000123586,0.100125,0.000984049,180.752,0.333729,2.61171,2.69367,0.267435,0.4096,31.2286,0.0307044,0.809816,3.81179,0.0074793,0.0970169,0.102317,111.149,0.470557,4.11065,1.87341,0.276321,0.732788,30.1026,2.17822,0.693013,4.60653,0.389318,8.36869,0.900749,2.37786,130.0,1.03798,3.60104,427.025,9.04342,1.49726,3.79246,1.56619,10.7195,3.62803,0.00177471,6.0788,3.83295,1.53649,0.785171
0.00013319,0.100151,0.00222379,161.552,0.254377,2.76913,2.75722,0.204285,0.745407,29.7107,0.020651,0.482569,2.11782,0.00552363,0.047616,0.131132,92.7179,0.515428,3.77585,1.3463,0.174073,0.577771,28.5144,2.92446,1.25398,10.5137,0.496004,5.93102,0.91138,5.28174,199.0,3.64965,2.08107,492.029,6.64494,1.24953,3.77788,2.03494,5.95496,2.35204,0.00199252,4.32977,6.95327,1.32949,0.870631
0.000113636,0.0968992,0.00162801,188.965,0.312668,2.9315,2.25936,0.228338,0.520798,21.1297,0.0298944,0.646857,2.37821,0.00797911,0.0944639,0.149959,85.5258,0.425875,2.60905,2.16851,0.326311,0.432894,26.038,2.41439,1.0743,10.4992,0.417854,5.35943,1.00105,2.47898,135.0,3.87189,1.89501,486.616,6.27265,1.08523,3.81374,2.45311,6.77287,1.81837,0.00170168,4.89356,3.15844,1.40746,0.542968
0.000144562,0.0803946,0.0018532,180.638,0.212553,2.00939,2.66249,0.278552,0.616048,35.9819,0.0292137,0.788934,3.18827,0.00643938,0.102329,0.171243,101.433,0.477815,5.73876,1.28974,0.337883,0.667065,29.8425,2.18027,1.00196,9.93233,0.552694,2.85131,0.968876,4.70656,168.0,2.40855,1.42779,343.454,8.46364,1.35822,3.40238,1.99828,11.3342,3.87237,0.00105381,5.12593,5.39718,1.78077,0.875041
0.000107207,0.0854278,0.00137968,183.009,0.254963,2.40358,2.80364,0.220211,0.490776,15.7019,0.0207692,0.570141,3.24151,0.00407623,0.0475026,0.128325,98.792,0.361499,4.80274,1.71216,0.223099,0.371937,30.3957,2.67561,1.20324,9.47937,0.489008,3.93666,0.976172,1.89458,148.0,2.47432,3.59159,302.743,8.14919,1.4497,1.76515,2.23851,8.79694,2.23859,0.00162347,5.77362,5.5528,1.53687,0.914619
8.1399e-05,0.110314,0.00114265,155.856,0.28062,2.75639,2.85462,0.13464,0.315503,31.8781,0.0259391,0.497533,3.43837,0.00600651,0.0863608,0.165159,93.138,0.475103,6.05672,1.39208,0.158605,0.673989,28.5995,3.23329,1.04293,12.7228,0.430635,7.59082,0.898217,4.75158,134.0,2.06623,3.98388,369.418,9.81906,0.732757,3.31023,1.9096,5.31884,2.56565,0.00120329,4.46609,3.88764,1.02652,0.832374
0.000125357,0.119708,0.00146443,190.236,0.369544,2.70231,2.91008,0.137813,0.435005,29.0832,0.0155994,0.519871,2.98091,0.00638383,0.0958435,0.179138,84.2944,0.520307,3.59499,2.01337,0.184312,0.564403,33.4354,2.47194,0.94658,11.6208,0.551363,2.42555,0.929529,3.71868,188.0,3.55394,3.54725,414.219,7.62704,1.24632,3.61582,2.04972,9.76393,2.52451,0.0019362,6.2702,7.24433,1.70767,0.963192
0.000123445,0.111469,0.00129483,190.589,0.227202,2.72503,2.60923,0.220256,0.325676,21.91,0.0287247,0.786476,2.94933,0.0047417,0.0599558,0.17323,99.7944,0.464923,6.41718,1.50458,0.24616,0.561809,18.0504,3.29602,1.17455,11.5617,0.489667,5.64035,0.977441,2.51967,135.0,2.17224,3.0283,394.183,7.13798,1.10971,3.82001,2.24728,8.25195,2.15496,0.00153441,5.18163,7.99776,1.95383,0.87996
0.000103629,0.0911223,0.0012705,157.528,0.318201,2.68777,2.79018,0.251518,0.481205,28.8503,0.0238666,0.540844,3.09835,0.00655001,0.0914787,0.14562,87.287,0.503744,3.75342,1.68692,0.22587,0.433351,28.8232,2.90386,0.890716,5.75544,0.50584,4.05395,1.00241,4.07438,156.0,2.55058,3.60203,383.651,7.48767,0.758792,4.05676,2.21552,10.229,2.74244,0.000614265,4.34628,4.6254,1.56633,0.904405
0.000137378,0.102609,0.00188601,163.975,0.211672,2.46621,2.90267,0.222459,0.699105,36.0392,0.0177894,0.562316,3.87099,0.00444049,0.0655379,0.150481,116.121,0.458787,4.79928,1.97979,0.292228,0.491436,35.0891,2.96922,0.951754,6.347,0.554782,3.70614,0.941277,4.1074,131.0,3.10269,3.27177,389.312,8.32909,1.19242,3.30708,2.28985,5.19948,2.89962,0.00162348,5.55775,6.26416,1.73062,0.655477
0.000135196,0.0968534,0.00183986,148.737,0.178304,2.92017,2.66568,0.141015,0.647378,27.0919,0.0270353,0.633199,4.28719,0.0069556,0.0959083,0.104156,105.013,0.180217,3.65347,2.56394,0.318738,0.592758,23.3734,1.22199,1.103,6.40599,0.471171,5.90002,0.994613,4.65751,164.0,2.78806,1.30829,396.396,7.7127,0.694871,3.6862,1.96489,7.29087,3.10235,0.00137568,6.7677,6.7127,1.8557,0.941072
0.000113508,0.0860292,0.00145685,160.675,0.373875,2.71938,2.92091,0.229088,0.607386,31.6965,0.0290736,0.52404,2.35407,0.00447982,0.0630336,0.0969543,104.607,0.384341,5.87275,1.72566,0.312327,0.61119,22.9815,2.35408,0.844517,12.6421,0.737239,2.08814,0.903023,4.85837,147.0,3.54085,3.45553,492.866,8.66652,1.42461,3.42717,2.29263,7.10579,1.58472,0.00128105,4.94362,5.78274,1.05346,0.630945
0.000146187,0.110967,0.00194903,172.492,0.31594,2.51588,2.47254,0.13879,0.685275,20.3468,0.0229359,0.609448,1.81003,0.00652534,0.0480073,0.109355,109.526,0.472263,3.25252,1.93048,0.215338,0.542552,27.2987,3.35905,1.14381,6.07461,0.44704,5.92737,0.942988,4.8101,166.0,1.2674,3.53962,446.919,6.15137,1.46589,2.39521,1.84951,11.1464,4.34249,0.00111415,7.37756,5.83558,1.02518,0.880065
0.000100753,0.0731727,0.0015331,150.636,0.197278,2.7246,2.6445,0.161973,0.701425,34.4518,0.0295994,0.603593,4.25369,0.00789633,0.0882036,0.125169,91.5495,0.473973,3.29943,2.0472,0.167511,0.441832,35.1045,2.55527,1.05907,7.55754,0.431516,7.59732,0.788607,4.48825,134.0,3.92007,1.28286,494.543,6.5144,1.33113,4.07696,1.98093,9.80597,3.33873,0.00198447,3.74851,4.4649,1.48974,0.548766
0.000121912,0.0738184,0.00146366,157.073,0.366403,2.94241,2.84182,0.291803,0.63271,22.5596,0.0288716,0.61617,2.13017,0.005641,0.0885215,0.162287,118.014,0.488514,4.75999,1.75045,0.334442,0.669854,21.8741,2.21355,1.00807,12.2123,0.662706,3.04731,0.931662,3.22395,198.0,2.79884,1.52231,380.977,7.77197,1.09909,2.5488,1.94122,6.03394,1.67323,0.00135521,8.48264,3.45423,1.33188,0.881112
0.000137271,0.102962,0.00222516,182.296,0.205527,2.05678,2.89119,0.159957,0.731255,31.8837,0.0278741,0.608998,1.98473,0.00771238,0.0944418,0.109126,84.7686,0.443316,4.45846,1.17848,0.184951,0.724333,17.2014,1.72241,0.94084,12.0445,0.743419,2.02079,1.01625,4.08339,127.0,2.19706,2.54396,318.741,7.52517,1.46599,4.12906,1.73136,4.46729,2.17956,0.00179051,4.97085,6.97882,1.49434,0.975801
0.000149496,0.0859006,0.00181295,160.286,0.271881,2.7761,2.35604,0.222409,0.687455,30.5897,0.0275142,0.764161,2.26989,0.00614419,0.0684299,0.13464,105.115,0.475778,2.87063,2.39507,0.186418,0.408197,26.6303,1.60747,1.12942,10.3723,0.497866,5.25042,0.900306,4.65918,130.0,3.78001,2.00775,426.576,7.23727,1.31927,3.91281,1.6953,4.93826,4.37518,0.00190095,4.71552,3.53637,1.14312,0.627701
0.000106231,0.102966,0.0017635,186.438,0.294189,2.31604,2.8716,0.179856,0.735991,20.7438,0.0250333,0.469259,3.67228,0.00746616,0.0893673,0.113511,98.4871,0.434855,5.4359,1.40323,0.203294,0.343106,14.9171,3.32893,1.12004,12.4809,0.435383,5.76125,0.962361,4.68363,114.0,1.96791,2.82606,358.541,7.04998,1.41594,3.18941,2.44053,7.0348,2.12833,0.00165232,5.92615,7.84837,1.21273,0.954586
0.000140102,0.104693,0.00176088,159.241,0.285501,2.64918,2.93197,0.164458,0.689214,21.5016,0.0280544,0.533866,3.58375,0.0036115,0.0487171,0.125655,97.8913,0.398659,3.79025,2.48595,0.191615,0.661229,22.2958,1.48255,0.853209,6.09068,0.502167,5.06198,0.876009,4.01278,104.0,1.3441,1.86182,393.001,6.07073,0.94743,2.04884,2.27056,10.2705,2.11628,0.00197999,5.11468,4.31533,1.32073,0.925923
0.000148825,0.0878495,0.00202209,165.397,0.280954,2.78925,2.48334,0.249123,0.629248,34.7627,0.0261411,0.517414,3.39525,0.00508474,0.0798615,0.143177,115.078,0.359969,4.68195,1.68892,0.296968,0.643015,26.1355,2.043,1.28798,8.52317,0.647849,2.59495,0.982824,2.27354,114.0,1.09824,1.26403,439.412,7.66151,1.43284,1.86623,2.34832,4.05686,2.37472,0.00109258,4.33979,4.87236,1.06524,0.781169
0.00011956,0.0913367,0.00118012,150.103,0.303233,2.93257,2.4888,0.211906,0.54384,31.9452,0.0250607,0.597217,3.00992,0.00753552,0.103171,0.0961439,104.124,0.301665,5.29302,1.5202,0.239009,0.573094,13.4161,3.41364,1.13081,12.5559,0.692572,2.35115,0.958549,2.32331,102.0,3.39029,2.0114,324.042,7.83397,1.3028,2.59813,2.26715,9.28347,2.21643,0.00190575,4.08442,4.89003,1.87043,0.742941
8.40055e-05,0.073667,0.00116684,168.751,0.324576,2.98451,2.22619,0.144694,0.591611,37.3093,0.0229111,0.516035,2.99995,0.00612623,0.0881624,0.128194,116.346,0.374455,3.53399,2.00793,0.164852,0.300962,34.2672,3.31177,1.11681,12.8667,0.410064,6.08052,0.859899,4.97599,177.0,1.41959,1.03446,396.106,9.45286,0.954658,3.56517,2.42097,11.8967,3.72721,0.00108721,6.25085,5.03443,1.27927,0.801373
0.000115948,0.104821,0.00127676,152.119,0.235799,2.29724,2.82729,0.269858,0.479492,30.2019,0.0265946,0.689023,4.2222,0.00686231,0.0912424,0.162274,95.8001,0.495961,3.84896,1.25242,0.170529,0.683303,27.6478,1.6964,1.27579,10.1054,0.416425,6.58544,1.01046,5.5789,180.0,2.2587,1.73617,424.825,6.07369,1.10073,3.81094,2.39066,7.22371,1.51919,0.000621402,4.51689,6.57282,1.32334,0.815702
0.000120974,0.102832,0.00160642,183.304,0.192511,2.50584,2.30486,0.13482,0.523799,29.2555,0.0276882,0.776931,1.93187,0.00294439,0.05414,0.181118,83.8259,0.446815,4.57706,2.0365,0.145127,0.491676,30.9581,1.81744,0.997049,9.09876,0.430005,7.62082,0.845782,4.45537,106.0,1.82729,2.29454,450.034,8.48748,1.26462,3.47515,2.2981,7.99995,2.98554,0.00143278,6.79489,5.81331,1.10604,0.910854
0.000109349,0.0865935,0.00123772,173.02,0.366312,2.44203,2.44666,0.293988,0.553433,24.31,0.025605,0.656363,3.28486,0.00507321,0.0709607,0.127737,113.026,0.468273,3.04397,2.61749,0.227864,0.366366,26.7096,2.35105,0.79959,7.00602,0.450178,6.62635,0.980788,4.18015,175.0,2.87032,1.34521,470.259,9.75716,0.610693,3.30229,2.34794,5.49284,3.67391,0.00145866,5.18973,4.31956,1.14873,0.557195
0.000123863,0.113503,0.00160916,187.475,0.289619,2.76775,2.95656,0.198132,0.729919,14.935,0.0195729,0.497542,2.5835,0.00576403,0.0910727,0.101092,111.718,0.481853,4.61276,1.98808,0.29486,0.675368,16.8063,2.8216,0.663846,5.05389,0.486131,4.12425,0.985318,3.384,177.0,2.39021,1.93943,407.595,7.3258,1.09164,2.22688,2.48924,5.67665,3.70695,0.00121765,7.44919,5.09056,1.77146,0.717521
0.00012499,0.0735342,0.00189326,149.682,0.204453,2.1242,2.94,0.141856,0.66458,34.0685,0.0148784,0.528114,2.21824,0.00648813,0.0913454,0.15922,92.1003,0.413243,4.14047,2.16639,0.290986,0.675143,18.732,1.72034,1.1546,12.9899,0.68912,2.16297,0.954922,3.701,179.0,2.77432,1.85943,486.882,7.39452,1.04078,1.81506,2.28055,10.1856,1.81705,0.00172155,4.50233,6.5552,1.69712,0.826484
0.000112869,0.114309,0.00131964,155.392,0.311753,2.955,2.84495,0.256689,0.595192,17.7527,0.029828,0.574824,4.28379,0.00620196,0.0880168,0.114166,108.385,0.315419,2.59244,2.89131,0.254958,0.574228,14.1921,3.09277,1.02932,11.9528,0.586541,2.3651,1.00024,2.44243,163.0,1.73027,2.7761,340.016,6.95931,1.08344,2.14942,2.42946,8.95573,2.39996,0.00085242,6.68697,4.55365,1.24839,0.626583
0.000149233,0.121627,0.00111189,168.651,0.22868,2.82986,2.63557,0.136919,0.649049,15.9335,0.0274165,0.827382,4.24225,0.00659196,0.0995904,0.134736,102.233,0.453761,4.20906,1.2704,0.158439,0.303309,14.1554,2.30049,1.10397,11.2412,0.784519,1.92555,0.779655,5.2487,163.0,1.28967,1.98981,389.206,8.99094,0.581735,1.66932,1.90175,5.96948,2.23852,0.00108502,5.62335,3.59561,1.72478,0.725775
0.000136488,0.0755577,0.00183116,179.093,0.393954,2.85738,2.59513,0.140282,0.51282,17.6186,0.0201304,0.450474,1.52163,0.00297277,0.0547317,0.197851,93.7964,0.340386,3.22102,2.77672,0.233467,0.361487,34.0674,1.65483,1.17785,12.8159,0.414207,6.76924,0.842066,3.65957,142.0,2.83758,3.05455,494.191,9.55439,1.13337,4.47046,1.93009,10.0555,3.67282,0.000541357,7.59179,7.59675,1.96375,0.898622
0.000145885,0.0671842,0.0022042,175.053,0.191682,2.3375,2.56526,0.225954,0.5862,29.046,0.031346,0.732075,1.59209,0.00678853,0.0748322,0.163348,85.6901,0.48957,3.59653,1.57892,0.186945,0.53074,32.2015,1.80712,1.24741,6.77853,0.467713,7.5912,0.891093,5.02324,172.0,2.55504,1.05599,343.529,6.75681,0.864387,4.04565,1.58412,5.79156,4.49393,0.00145446,7.10237,7.01219,1.90425,0.671432
0.000133767,0.0944437,0.00135248,194.534,0.204622,2.61386,2.47444,0.263952,0.344562,28.2874,0.0243699,1.01274,4.38647,0.00669024,0.0981445,0.141999,103.431,0.413846,5.18675,1.61155,0.154861,0.269536,17.1912,1.87552,1.16429,8.49352,0.50569,3.78494,0.945338,2.44162,123.0,2.46646,2.72854,441.001,6.12196,1.49335,3.39714,2.42367,4.78279,3.52452,0.000694133,5.69199,3.07782,1.95246,0.977685
0.000147773,0.0905222,0.00237786,163.201,0.268951,2.74344,2.61622,0.129918,0.676159,31.0422,0.0302922,0.49556,1.84375,0.00705233,0.0995715,0.0955022,95.6611,0.332213,6.44562,1.52874,0.153878,0.663153,30.3094,2.53251,0.911696,10.3637,0.45625,3.72173,0.952523,4.85625,106.0,2.30373,3.05899,370.581,8.61092,1.41193,4.00573,2.17912,6.40159,3.24118,0.000578492,4.37389,6.65216,1.56569,0.795732
8.86728e-05,0.0972684,0.00121632,187.892,0.319055,2.09443,2.54504,0.173894,0.429976,25.4625,0.0217291,0.641462,3.20551,0.00427257,0.0434352,0.13415,107.11,0.330971,3.94161,2.14401,0.212627,0.280211,21.7525,3.23549,1.2067,6.09259,0.472842,8.01602,0.984792,4.69999,180.0,3.67363,3.00656,484.746,6.91431,0.994795,3.31379,1.63201,6.32578,3.50072,0.00159576,7.02787,4.91172,1.9144,0.956921
0.000142185,0.105259,0.00157072,152.828,0.207696,2.71063,2.9732,0.167521,0.288399,22.1605,0.0308764,0.620815,3.30882,0.00615451,0.0908937,0.165643,99.8232,0.456143,7.38619,1.04963,0.311947,0.384082,27.3909,2.38881,1.08374,11.304,0.565812,3.19624,0.843618,3.96194,179.0,1.89351,1.78549,312.077,7.57207,0.834038,3.50112,2.08952,11.6337,2.96157,0.000555914,7.56155,7.29347,1.47074,0.512781
0.00014267,0.0941242,0.00132806,182.373,0.281209,2.22123,2.71945,0.306418,0.696254,26.4901,0.0215401,0.881414,3.26582,0.00610838,0.0639779,0.104718,101.232,0.48012,2.82621,1.90904,0.149381,0.391866,27.4554,2.35975,1.04357,12.2874,0.540466,5.04679,0.883492,4.2979,137.0,2.97475,1.29045,349.549,7.06626,1.17576,4.42174,2.31408,4.3356,4.35011,0.000979379,3.65705,7.39439,1.10824,0.54092
0.000137209,0.122782,0.00129746,177.056,0.39495,2.91011,2.8121,0.158056,0.597935,30.855,0.0239706,0.506651,1.64139,0.00784593,0.0892372,0.127374,119.001,0.441685,3.23157,1.65924,0.147126,0.497511,13.929,2.2417,1.26251,11.4355,0.470535,4.52314,0.833345,4.8835,161.0,2.73907,3.38118,369.75,7.00629,1.20293,1.8656,1.96604,11.6629,4.46148,0.000750294,7.3493,5.91096,1.61351,0.844721
0.000118808,0.0824331,0.00171686,197.287,0.292719,2.3662,2.3585,0.169147,0.666427,33.1769,0.0240735,0.632694,2.10816,0.00484074,0.0517572,0.116899,107.437,0.370296,2.89252,1.9788,0.286791,0.401346,31.8163,2.90168,1.04891,7.01919,0.643784,1.95151,1.01835,4.75742,161.0,2.26885,2.80311,325.243,7.90852,1.35483,1.95731,1.55736,10.6885,3.71376,0.0018534,7.16265,7.78933,1.08223,0.834222
0.000146728,0.0807091,0.0020723,184.647,0.394421,2.05799,2.66469,0.348295,0.451797,36.557,0.0252816,0.593992,4.30367,0.00637147,0.0868808,0.147206,87.2955,0.444632,3.00367,2.31753,0.152937,0.346928,15.6722,1.98756,0.984372,11.0014,0.448505,4.49663,0.95886,4.56607,153.0,1.12889,3.97963,414.107,8.73617,0.720357,4.2881,2.36621,6.68497,3.21852,0.00191565,7.38116,6.75088,1.50183,0.917759
0.00011667,0.0864838,0.00134438,168.94,0.240541,3.02502,2.80316,0.233185,0.498815,31.99,0.0269282,0.744039,3.38538,0.00679472,0.0620065,0.124907,92.4438,0.467131,3.17637,1.35437,0.352633,0.499248,15.3635,2.62152,1.06945,10.548,0.659196,2.27743,0.91287,2.54058,184.0,3.03529,1.93656,483.526,7.08178,1.23617,1.70835,2.34771,4.409,3.75909,0.00152079,4.35168,3.39927,1.05533,0.893958
0.000142229,0.0762242,0.00229196,176.786,0.216557,1.95487,2.83353,0.321481,0.47216,16.406,0.0208364,0.722442,3.62613,0.00430906,0.0653366,0.126516,113.29,0.391418,3.48563,1.98013,0.16746,0.458976,25.3847,2.66625,1.07591,6.49664,0.452951,5.90312,0.958643,5.28726,102.0,1.33312,3.43473,363.518,7.37587,1.00025,3.86354,1.6576,5.79268,3.95333,0.00104085,8.74604,7.60956,1.0326,0.716105
0.000111556,0.0747818,0.00162802,190.586,0.22483,2.91581,2.5156,0.316181,0.655172,21.1486,0.0239365,0.831216,3.75266,0.00651338,0.0803666,0.113945,108.853,0.440183,4.38504,1.65764,0.296335,0.725671,27.4077,2.74708,0.944536,12.5161,0.729275,1.33382,0.922702,3.66925,191.0,3.44228,2.44059,493.97,6.13321,1.39855,2.21139,1.99992,11.5927,3.21263,0.00114388,5.32905,4.75334,1.29495,0.7807
0.000109089,0.0925495,0.00143913,191.674,0.196445,2.86055,2.25461,0.246887,0.641122,24.9037,0.0298726,0.798046,2.7704,0.00794194,0.087005,0.107582,114.638,0.475054,3.95742,1.25569,0.319447,0.475276,30.1377,1.53699,1.12482,11.7521,0.453691,3.85067,0.924344,2.40181,105.0,1.64916,1.00653,390.911,6.0118,1.48492,2.88699,1.62422,9.85236,4.12573,0.00153923,6.62292,4.89284,1.94327,0.821771
