time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-11 00:00:00+00:00,125,27,50,7
2026-06-12 00:00:00+00:00,52,23,71,15
2026-06-13 00:00:00+00:00,37,16,4,4
2026-06-14 00:00:00+00:00,511,88,4,4
2026-06-15 00:00:00+00:00,68,29,2,2
2026-06-16 00:00:00+00:00,108,62,9,8
2026-06-17 00:00:00+00:00,64,35,25,13
2026-06-18 00:00:00+00:00,233,98,78,56
2026-06-19 00:00:00+00:00,113,46,18,4
2026-06-20 00:00:00+00:00,106,34,14,3
2026-06-21 00:00:00+00:00,88,35,2,2
2026-06-22 00:00:00+00:00,60,28,10,5
2026-06-23 00:00:00+00:00,104,24,6,6
2026-06-24 00:00:00+00:00,84,26,9,9
