url_path,views_total,views_unique
/alan-turing-institute/autoemulate,68,25
/alan-turing-institute/autoemulate/issues,48,15
/alan-turing-institute/autoemulate/pulls,36,8
/alan-turing-institute/autoemulate/issues/1011,13,3
/alan-turing-institute/autoemulate/blob/main/docs/tutorials/tasks/03_bayes_calibration.ipynb,11,5
/alan-turing-institute/autoemulate/tree/main/case_studies,10,5
/alan-turing-institute/autoemulate/tree/main,9,5
/alan-turing-institute/autoemulate/commits,9,3
/alan-turing-institute/autoemulate/tree/main/autoemulate,8,5
/alan-turing-institute/autoemulate/tree/main/docs,8,3
