referrer,views_total,views_unique
github.com,105,17
autoemulate.com,55,4
Google,48,17
alan-turing-institute.github.io,44,8
statics.teams.cdn.office.net,5,3
overleaf.com,5,1
linkedin.com,3,3
chatgpt.com,2,1
deref-mail.com,1,1
ecosia.org,1,1
