url_path,views_total,views_unique
/alan-turing-institute/autoemulate,32,22
/alan-turing-institute/autoemulate/pulls,14,3
/alan-turing-institute/autoemulate/tree/main/autoemulate,8,2
/alan-turing-institute/autoemulate/pull/1045,6,1
/alan-turing-institute/autoemulate/issues,5,3
/alan-turing-institute/autoemulate/tree/main/case_studies,4,4
/alan-turing-institute/autoemulate/discussions,4,2
/alan-turing-institute/autoemulate/actions/runs/33621464568/job/100219200998,3,1
/alan-turing-institute/autoemulate/pull/1046,3,1
/alan-turing-institute/autoemulate/blob/main/pyproject.toml,2,2
