time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-22 00:00:00+00:00,60,28,10,5
2026-06-23 00:00:00+00:00,104,24,6,6
2026-06-24 00:00:00+00:00,84,26,9,9
2026-06-25 00:00:00+00:00,61,23,11,9
2026-06-26 00:00:00+00:00,71,19,13,12
2026-06-27 00:00:00+00:00,149,31,66,11
2026-06-28 00:00:00+00:00,99,27,19,7
2026-06-29 00:00:00+00:00,47,26,9,5
2026-06-30 00:00:00+00:00,70,21,37,24
2026-07-01 00:00:00+00:00,52,16,18,8
2026-07-02 00:00:00+00:00,93,26,82,8
2026-07-03 00:00:00+00:00,115,39,115,7
2026-07-04 00:00:00+00:00,68,30,16,10
2026-07-05 00:00:00+00:00,27,15,17,14
