time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-14 00:00:00+00:00,184,52,25,14
2026-05-15 00:00:00+00:00,81,29,36,20
2026-05-16 00:00:00+00:00,107,19,9,9
2026-05-17 00:00:00+00:00,73,29,8,8
2026-05-18 00:00:00+00:00,100,46,40,17
2026-05-19 00:00:00+00:00,59,40,16,5
2026-05-20 00:00:00+00:00,77,42,62,13
2026-05-21 00:00:00+00:00,102,48,34,4
2026-05-22 00:00:00+00:00,106,51,50,9
2026-05-23 00:00:00+00:00,49,36,17,17
2026-05-24 00:00:00+00:00,57,43,20,7
2026-05-25 00:00:00+00:00,46,28,34,10
2026-05-26 00:00:00+00:00,52,32,12,7
2026-05-27 00:00:00+00:00,50,36,4,4
