time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-02 00:00:00+00:00,22,10,57,7
2026-03-03 00:00:00+00:00,7,6,19,6
2026-03-04 00:00:00+00:00,9,7,22,6
2026-03-05 00:00:00+00:00,12,8,86,6
2026-03-06 00:00:00+00:00,8,4,28,8
2026-03-07 00:00:00+00:00,5,5,4,3
2026-03-08 00:00:00+00:00,13,8,9,3
2026-03-09 00:00:00+00:00,33,24,21,3
2026-03-10 00:00:00+00:00,16,16,2,2
2026-03-11 00:00:00+00:00,26,17,11,2
2026-03-12 00:00:00+00:00,31,24,13,4
2026-03-13 00:00:00+00:00,20,14,0,0
2026-03-14 00:00:00+00:00,12,8,6,2
2026-03-15 00:00:00+00:00,40,7,4,2
