time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-16 00:00:00+00:00,18,18,13,5
2026-03-17 00:00:00+00:00,32,13,12,4
2026-03-18 00:00:00+00:00,13,9,23,4
2026-03-19 00:00:00+00:00,12,10,12,4
2026-03-20 00:00:00+00:00,19,12,2,2
2026-03-21 00:00:00+00:00,30,20,0,0
2026-03-22 00:00:00+00:00,33,18,1,1
2026-03-23 00:00:00+00:00,39,17,38,7
2026-03-24 00:00:00+00:00,28,17,57,14
2026-03-25 00:00:00+00:00,117,25,153,10
2026-03-26 00:00:00+00:00,34,14,47,13
2026-03-27 00:00:00+00:00,57,49,135,13
2026-03-28 00:00:00+00:00,15,10,9,7
2026-03-29 00:00:00+00:00,19,11,14,9
