time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-09 00:00:00+00:00,63,41,37,18
2026-05-10 00:00:00+00:00,56,26,21,18
2026-05-11 00:00:00+00:00,273,36,44,42
2026-05-12 00:00:00+00:00,765,153,79,10
2026-05-13 00:00:00+00:00,79,40,38,14
2026-05-14 00:00:00+00:00,184,52,25,14
2026-05-15 00:00:00+00:00,81,29,36,20
2026-05-16 00:00:00+00:00,107,19,9,9
2026-05-17 00:00:00+00:00,73,29,8,8
2026-05-18 00:00:00+00:00,100,46,40,17
2026-05-19 00:00:00+00:00,59,40,16,5
2026-05-20 00:00:00+00:00,77,42,62,13
2026-05-21 00:00:00+00:00,102,48,34,4
2026-05-22 00:00:00+00:00,106,51,50,9
