url_path,views_total,views_unique
/alan-turing-institute/autoemulate,131,73
/alan-turing-institute/autoemulate/pulls,49,8
/alan-turing-institute/autoemulate/pull/963,43,4
/alan-turing-institute/autoemulate/tree/main/autoemulate,26,10
/alan-turing-institute/autoemulate/issues/961,19,2
/alan-turing-institute/autoemulate/tree/main,17,3
/alan-turing-institute/autoemulate/issues,14,7
/alan-turing-institute/autoemulate/tree/main/case_studies,10,7
/alan-turing-institute/autoemulate/blob/main/autoemulate/emulators/gaussian_process/kernel.py,10,3
/alan-turing-institute/autoemulate/pull/963/changes,10,2
