time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-05 00:00:00+00:00,27,22,15,3
2025-12-06 00:00:00+00:00,16,11,4,3
2025-12-07 00:00:00+00:00,4,3,5,3
2025-12-08 00:00:00+00:00,16,11,7,1
2025-12-09 00:00:00+00:00,38,17,44,5
2025-12-10 00:00:00+00:00,103,66,108,11
2025-12-11 00:00:00+00:00,46,44,28,4
2025-12-12 00:00:00+00:00,41,29,70,4
2025-12-13 00:00:00+00:00,19,11,2,2
2025-12-14 00:00:00+00:00,9,5,22,4
2025-12-15 00:00:00+00:00,98,39,55,6
2025-12-16 00:00:00+00:00,36,17,37,7
2025-12-17 00:00:00+00:00,173,53,322,12
2025-12-18 00:00:00+00:00,23,16,133,7
