referrer,views_total,views_unique
github.com,103,12
Google,72,15
autoemulate.com,66,10
alan-turing-institute.github.io,22,7
joss.theoj.org,7,1
goodfirstissues.com,2,1
DuckDuckGo,1,1
chatgpt.com,1,1
linkedin.com,1,1
