url_path,views_total,views_unique
/alan-turing-institute/autoemulate,46,22
/alan-turing-institute/autoemulate/issues,16,5
/alan-turing-institute/autoemulate/tree/main/autoemulate,6,3
/alan-turing-institute/autoemulate/tree/main/case_studies,5,5
/alan-turing-institute/autoemulate/pulls,5,2
/alan-turing-institute/autoemulate/blob/main/pyproject.toml,5,1
/alan-turing-institute/autoemulate/releases,4,2
/alan-turing-institute/autoemulate/discussions,3,3
/alan-turing-institute/autoemulate/issues/437,3,3
/alan-turing-institute/autoemulate/issues/928,3,3
