url_path,views_total,views_unique
/alan-turing-institute/autoemulate,59,33
/alan-turing-institute/autoemulate/pulls,47,5
/alan-turing-institute/autoemulate/issues,17,7
/alan-turing-institute/autoemulate/pull/988,17,1
/alan-turing-institute/autoemulate/blob/main/docs/tutorials/tasks/03_bayes_calibration.ipynb,16,6
/alan-turing-institute/autoemulate/pull/988/changes,15,1
/alan-turing-institute/autoemulate/tree/main/autoemulate,8,4
/alan-turing-institute/autoemulate/compare/refactor_logging,7,1
/alan-turing-institute/autoemulate/tree/main/case_studies,6,3
/alan-turing-institute/autoemulate/tree/main/docs/tutorials/tasks,6,2
