url_path,views_total,views_unique
/alan-turing-institute/autoemulate,122,45
/alan-turing-institute/autoemulate/pulls,96,9
/alan-turing-institute/autoemulate/issues,32,9
/alan-turing-institute/autoemulate/commits/main,31,3
/alan-turing-institute/autoemulate/pull/949,31,2
/alan-turing-institute/autoemulate/tree/main/case_studies,15,8
/alan-turing-institute/autoemulate/pull/950,15,3
/alan-turing-institute/autoemulate/tree/main/autoemulate,11,6
/alan-turing-institute/autoemulate/tree/main/case_studies/patient_calibration,9,5
/alan-turing-institute/autoemulate/tree/main,8,5
