url_path,views_total,views_unique
/alan-turing-institute/autoemulate,71,29
/alan-turing-institute/autoemulate/issues,32,9
/alan-turing-institute/autoemulate/pulls,28,9
/alan-turing-institute/autoemulate/pull/1013,12,3
/alan-turing-institute/autoemulate/blob/main/docs/tutorials/tasks/03_seir_bayes_calibration.ipynb,9,3
/alan-turing-institute/autoemulate/pull/1012,9,3
/alan-turing-institute/autoemulate/tree/main/case_studies,7,5
/alan-turing-institute/autoemulate/pull/156,6,6
/alan-turing-institute/autoemulate/issues/979,6,4
/alan-turing-institute/autoemulate/tree/main,6,3
