url_path,views_total,views_unique
/alan-turing-institute/autoemulate,73,30
/alan-turing-institute/autoemulate/pulls,36,9
/alan-turing-institute/autoemulate/issues,35,9
/alan-turing-institute/autoemulate/pull/1013,25,3
/alan-turing-institute/autoemulate/issues/979,10,4
/alan-turing-institute/autoemulate/pull/1012,10,3
/alan-turing-institute/autoemulate/pull/156,9,9
/alan-turing-institute/autoemulate/blob/main/docs/tutorials/tasks/03_seir_bayes_calibration.ipynb,9,3
/alan-turing-institute/autoemulate/tree/main/case_studies,8,5
/alan-turing-institute/autoemulate/tree/main,6,3
