time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-03 00:00:00+00:00,352,17,224,19
2025-09-04 00:00:00+00:00,396,19,431,20
2025-09-05 00:00:00+00:00,212,15,408,20
2025-09-06 00:00:00+00:00,11,6,10,2
2025-09-07 00:00:00+00:00,6,6,1,1
2025-09-08 00:00:00+00:00,50,5,117,13
2025-09-09 00:00:00+00:00,246,14,80,17
2025-09-10 00:00:00+00:00,122,22,67,12
2025-09-11 00:00:00+00:00,105,13,164,14
2025-09-12 00:00:00+00:00,65,13,98,9
2025-09-13 00:00:00+00:00,16,13,13,7
2025-09-14 00:00:00+00:00,5,4,80,8
2025-09-15 00:00:00+00:00,265,11,105,14
2025-09-16 00:00:00+00:00,137,40,93,13
