url_path,views_total,views_unique
/alan-turing-institute/autoemulate/pulls,88,6
/alan-turing-institute/autoemulate,80,38
/alan-turing-institute/autoemulate/pull/963,58,4
/alan-turing-institute/autoemulate/issues,39,9
/alan-turing-institute/autoemulate/discussions,29,4
/alan-turing-institute/autoemulate/issues/961,22,5
/alan-turing-institute/autoemulate/discussions/954,14,2
/alan-turing-institute/autoemulate/pull/963/commits,13,2
/alan-turing-institute/autoemulate/tree/main/autoemulate,12,5
/alan-turing-institute/autoemulate/actions/runs/21712404284/job/62631818084,11,2
