url_path,views_total,views_unique
/alan-turing-institute/autoemulate,91,45
/alan-turing-institute/autoemulate/pulls,43,8
/alan-turing-institute/autoemulate/pull/972,25,1
/alan-turing-institute/autoemulate/issues,19,12
/alan-turing-institute/autoemulate/tree/main,18,8
/alan-turing-institute/autoemulate/tree/main/autoemulate,15,7
/alan-turing-institute/autoemulate/tree/main/case_studies,12,10
/alan-turing-institute/autoemulate/pull/971,11,3
/alan-turing-institute/autoemulate/blob/main/case_studies/patient_calibration/patient_calibration_case_study.ipynb,11,2
/alan-turing-institute/autoemulate/tree/main/case_studies/patient_calibration,10,6
