url_path,views_total,views_unique
/alan-turing-institute/autoemulate,47,32
/alan-turing-institute/autoemulate/issues,9,5
/alan-turing-institute/autoemulate/pull/974,9,3
/alan-turing-institute/autoemulate/pulls,6,5
/alan-turing-institute/autoemulate/blob/main/docs/tutorials/tasks/03_seir_bayes_calibration.ipynb,5,1
/alan-turing-institute/autoemulate/fork,4,4
/alan-turing-institute/autoemulate/tree/main/autoemulate,4,4
/alan-turing-institute/autoemulate/tree/main/docs,4,4
/alan-turing-institute/autoemulate/pull/974/changes,4,1
/alan-turing-institute/autoemulate/blob/main/docs/tutorials/tasks/03_bayes_calibration.ipynb,3,3
