time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-08 00:00:00+00:00,16,11,7.0,1.0
2025-12-09 00:00:00+00:00,38,17,44.0,5.0
2025-12-10 00:00:00+00:00,103,66,108.0,11.0
2025-12-11 00:00:00+00:00,46,44,28.0,4.0
2025-12-12 00:00:00+00:00,41,29,70.0,4.0
2025-12-13 00:00:00+00:00,19,11,2.0,2.0
2025-12-14 00:00:00+00:00,9,5,22.0,4.0
2025-12-15 00:00:00+00:00,98,39,55.0,6.0
2025-12-16 00:00:00+00:00,36,17,37.0,7.0
2025-12-17 00:00:00+00:00,173,53,322.0,12.0
2025-12-18 00:00:00+00:00,30,19,135.0,9.0
2025-12-19 00:00:00+00:00,26,20,14.0,4.0
2025-12-20 00:00:00+00:00,30,18,2.0,2.0
2025-12-21 00:00:00+00:00,23,17,,
