url_path,views_total,views_unique
/alan-turing-institute/autoemulate,83,34
/alan-turing-institute/autoemulate/pulls,45,12
/alan-turing-institute/autoemulate/issues,44,12
/alan-turing-institute/autoemulate/pull/1013,39,4
/alan-turing-institute/autoemulate/tree/main/case_studies,11,7
/alan-turing-institute/autoemulate/issues/979,10,4
/alan-turing-institute/autoemulate/pull/156,9,9
/alan-turing-institute/autoemulate/tree/main,9,4
/alan-turing-institute/autoemulate/blob/main/docs/tutorials/tasks/03_seir_bayes_calibration.ipynb,9,3
/alan-turing-institute/autoemulate/pull/1012,9,3
