time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-30 00:00:00+00:00,3,3,3,3
2025-12-01 00:00:00+00:00,59,21,27,4
2025-12-02 00:00:00+00:00,50,15,9,5
2025-12-03 00:00:00+00:00,239,70,16,7
2025-12-04 00:00:00+00:00,31,28,21,4
2025-12-05 00:00:00+00:00,27,22,15,3
2025-12-06 00:00:00+00:00,16,11,4,3
2025-12-07 00:00:00+00:00,4,3,5,3
2025-12-08 00:00:00+00:00,16,11,7,1
2025-12-09 00:00:00+00:00,38,17,44,5
2025-12-10 00:00:00+00:00,103,66,108,11
2025-12-11 00:00:00+00:00,46,44,28,4
2025-12-12 00:00:00+00:00,41,29,70,4
2025-12-13 00:00:00+00:00,10,6,2,2
