20.877,73.699,378.841,953.863,12.383,214.594,1.305,0.725
9.438,35.459,518.823,1828.07,2.21,208.237,1.177,2.02
12.193,41.038,342.816,1168.129,25.214,266.964,0.729,1.148
14.646,44.87,388.732,1524.15,7.388,122.891,6.591,0.974
7.453,48.37,179.479,717.915,16.121,193.011,1.596,5.662
3.22,27.381,188.16,1067.852,19.266,200.482,2.853,15.394
7.651,41.373,794.295,4812.466,12.676,294.601,0.067,2.558
21.464,62.948,278.913,517.458,6.721,173.24,1.069,0.7
24.781,38.824,316.703,470.07,6.082,43.506,0.436,0.551
22.079,35.263,667.61,1261.659,5.602,208.697,0.904,0.773
16.695,54.287,481.056,692.405,5.893,72.651,4.54,1.18
14.095,46.974,656.916,1638.531,6.532,150.547,3.139,1.323
4.783,27.454,189.975,557.717,18.658,284.762,0.225,21.433
16.291,65.027,655.191,1641.298,8.681,241.67,3.913,3.116
0.221,33.356,388.255,1375.625,8.632,230.438,1.284,31.379
18.296,54.493,684.809,2514.533,9.22,265.734,0.168,0.883
18.016,31.381,808.238,2205.564,6.339,261.997,0.212,0.86
1.036,16.05,15.149,121.458,27.963,300.581,0.519,19.71
3.275,23.174,18.647,174.399,19.198,218.215,2.135,12.13
10.442,37.184,710.997,2176.731,2.033,190.309,1.439,8.054
11.73,17.57,797.952,1955.86,0,120.408,0.075,6.118
11.923,16.723,134.224,317.188,3.558,256.827,0.429,1.306
22.82,54.45,495.017,1236.581,12.028,174.474,1.896,0.565
37.239,14.465,323.863,623.527,5.082,172.149,0.966,0
15.717,34.008,219.36,800.043,18.787,263.792,0.193,1.245
2.808,30.139,453.308,946.286,8.317,182.296,0.832,31.745
15.485,45.786,190.077,199.787,14.902,189.015,1.643,0.941
16.753,20.384,923.385,1420.41,0.387,207.374,0.322,2.381
17.767,33.427,767.942,3391.732,2.684,240.21,0.622,1.136
4.984,36.097,484.465,858.675,13.071,185.195,0.871,14.43
10.139,17.516,845.758,2308.657,0,106.498,3.267,13.039
22.225,66.338,386.679,1492.431,8.27,81.946,2.84,0.595
23.566,26.13,470.934,1001.859,7.209,23.876,1.994,0.352
11.42,39.652,501.114,2180.188,5.165,282.53,0.4,1.242
14.876,56.575,458.745,1384.288,9.11,186.928,0.6,1.615
12.639,33.704,99.296,260.525,21.553,169.359,1.187,2.742
12.647,42.943,791.472,2608.973,11.489,224.376,4.888,1.65
17.296,30.238,702.081,1477.691,4.553,146.486,0.899,1.166
13.398,50.791,913.375,1380.211,4.185,285.379,0.588,1.578
13.84,49.961,569.316,2329.697,14.961,273.462,0.307,0.997
7.155,28.246,341.371,1888.037,2.745,216.137,3.719,7.78
22.06,56.524,280.505,708.789,9.814,140.185,1.644,0.558
24.063,62.604,527.491,1353.073,6.697,253.633,0.283,0.563
8.734,50.402,286.012,705.251,19.202,180.317,0.861,2.162
22.379,34.074,503.827,1676.774,6.499,78.739,3.639,0.705
19.697,37.078,702.66,1322.431,2.729,236.811,1.354,0.995
17.218,52.727,650.604,1803.644,10.962,211.366,0.635,1.126
3.278,20.307,308.01,538.06,7.459,293.758,0.294,12.577
15.3,24.216,665.414,3627.286,0.528,224.683,2.632,2.163
20.412,73.829,594.42,1137.408,5.769,154.925,3.612,0.91
21.11,54.353,723.125,3625.865,7.314,113.591,5.547,0.666
13.79,33.805,16.981,35.993,9.48,281.941,0.881,1.071
0.634,20.432,282.492,1082.135,9.119,248.305,1.663,20.471
21.705,64.67,877.794,1773.074,10.948,112.449,1.342,0.537
