"Dp,ref,pulm","Dp,ref,sys",Rsys,Rpulm,"sActMax,v","sActMax,a","sPasMax,v","sPasMax,a","p0,Ao","p0,Pa","p0,Ve","p0,Pve",lAo,lPa,lVe,lPve,AVdelay,kAo,kVe,kPa,kPve
13.9795,83.4633,1.0681,1.09813,104286.0,66632.8,19786.5,43469.1,0.801198,0.888037,1.07962,0.812614,361.421,155.811,377.096,188.952,0.185162,9.90732,10.0158,7.53529,12.3109
12.1683,96.6375,1.10145,0.960307,115847.0,103905.0,18718.2,42213.8,0.821121,1.00369,1.23663,0.89269,438.961,220.075,424.012,220.316,0.133161,6.90519,11.645,9.30316,11.7816
13.8005,77.9276,0.923357,0.768599,102051.0,88424.0,16608.5,44929.2,0.965238,0.785489,0.987382,1.0553,454.801,233.494,389.713,205.536,0.193352,8.97162,12.0427,7.87365,11.2806
12.1422,102.404,0.905275,1.0694,139130.0,63055.6,17086.7,53126.1,1.24799,1.24212,0.901384,0.959176,305.282,232.889,439.349,158.91,0.137647,8.04652,7.86054,6.65239,7.80677
11.472,81.5763,0.960371,0.757747,103432.0,88343.9,26870.1,53941.2,1.24342,0.792912,0.978365,1.03164,441.803,228.737,359.76,172.922,0.18428,9.60795,10.1613,8.98361,9.83867
8.60337,88.4076,0.953382,0.812154,111205.0,101966.0,20133.3,53724.5,1.21612,1.07242,0.907948,1.13732,339.469,167.193,351.453,246.178,0.177126,7.60322,12.0497,8.73809,11.9635
12.6647,100.17,0.833944,0.893126,145624.0,91944.1,20817.3,45817.5,0.763954,0.996624,1.14729,0.957148,380.576,194.412,478.272,219.379,0.176992,9.9894,10.3419,6.86634,11.6498
9.02987,97.0393,1.21567,1.20968,103410.0,82648.5,26817.6,38754.6,1.13446,0.953739,1.24459,0.866786,489.913,166.063,454.095,195.997,0.133801,7.08795,8.73162,7.39325,9.31191
9.93767,80.9019,1.01978,1.05616,117197.0,92258.3,23992.8,52782.2,1.10899,1.16884,0.983782,0.9507,413.532,196.986,379.706,211.604,0.145347,9.29473,9.77086,9.17471,11.0029
10.7485,111.415,1.02023,1.23576,148480.0,84366.8,26929.6,55158.9,0.974368,0.757872,0.814602,1.1082,415.515,210.789,397.478,202.826,0.19595,9.63885,9.06168,7.7479,12.2781
13.5827,97.3544,1.1193,0.779404,104862.0,95761.8,17396.7,37845.3,0.782496,1.07496,1.18778,0.929362,364.052,198.8,384.382,240.675,0.194811,6.66752,9.44552,7.80674,11.5354
11.9285,74.3577,1.22465,1.07797,115420.0,91289.3,25711.1,62474.6,0.976703,0.894743,0.88348,0.814953,405.071,193.182,440.384,241.38,0.129995,7.09927,9.54608,8.3751,10.8534
8.96415,86.4886,0.915525,0.753436,119008.0,81027.3,25628.7,57266.0,1.02902,1.22407,0.800791,1.22908,458.774,240.133,310.458,159.221,0.156301,9.42135,9.94345,9.11153,8.9051
11.1245,74.5162,0.939732,1.18811,134536.0,69791.3,27219.1,53233.5,0.992051,0.816033,0.792747,1.1552,471.569,177.557,459.075,158.572,0.161219,8.25304,8.11263,6.2905,9.60901
11.9097,68.1381,0.781074,1.24436,108266.0,63353.7,26615.2,60223.1,1.09422,1.20105,1.16813,0.82833,388.15,187.244,389.313,216.369,0.137213,8.18007,8.87427,8.00353,9.10641
11.1495,103.401,0.754075,1.09081,131210.0,94801.7,21073.5,39718.1,0.869586,0.800281,1.01177,1.11279,404.195,234.216,474.785,162.435,0.171529,7.5452,10.3632,8.14497,11.3484
10.0131,93.8319,1.1664,0.847581,104385.0,94789.3,18566.9,59384.4,1.0674,0.962524,1.23028,1.09295,407.681,169.232,500.044,244.491,0.159758,9.33956,11.031,7.07318,9.3218
9.22383,108.925,1.21503,0.799773,91868.8,100744.0,24473.5,50691.9,1.1398,1.1103,1.12025,1.17242,328.694,160.446,380.232,235.697,0.178682,8.37337,12.3395,9.34372,11.0847
13.1633,108.02,1.17753,0.973912,113102.0,78496.4,22866.8,54187.3,0.788122,0.963267,1.04077,1.01777,385.777,178.113,422.036,190.75,0.186399,7.02594,7.693,8.7767,8.07689
13.3021,81.5976,0.930627,1.07135,110333.0,89722.3,24139.5,40533.3,1.16293,0.892658,0.936998,1.20495,351.625,192.866,394.664,241.325,0.185954,8.084,9.56254,6.29836,8.20941
11.4417,88.4586,1.11734,0.894327,131997.0,64321.4,21983.7,49939.6,0.761605,0.859782,1.04895,0.753586,402.32,227.21,317.997,221.685,0.121081,7.11028,8.10147,6.484,11.1498
11.3236,98.9226,0.85269,0.760327,120649.0,92529.4,20917.0,54397.2,0.958881,1.17496,1.16226,1.14925,300.397,161.406,419.658,246.507,0.180441,6.07181,8.43838,8.81453,10.7507
13.2141,82.6594,1.11607,1.21514,111839.0,92451.4,21565.3,38570.9,1.09591,1.24685,0.778256,0.972103,475.192,222.672,425.242,162.865,0.188387,8.93599,11.0494,8.31136,11.4741
9.38104,99.6863,0.979977,1.07422,143647.0,75303.3,23707.9,40767.9,0.950894,0.772217,0.971187,0.89891,356.267,223.111,429.716,228.96,0.191014,6.97022,10.2256,6.42579,7.86294
10.5206,75.7822,1.23631,1.14014,101708.0,100847.0,24881.9,38931.8,1.11133,1.16458,0.844806,1.16729,323.009,163.156,420.331,207.558,0.145856,6.52441,9.5229,9.77561,8.56903
10.16,101.492,1.0565,1.20849,130730.0,70441.7,17133.8,47129.1,0.846439,0.786926,0.893385,0.80276,311.83,161.276,422.469,245.561,0.144592,6.2498,11.5859,6.17507,8.2409
11.7446,72.0889,0.932959,1.10183,120458.0,63928.0,21010.6,59437.6,1.227,0.968089,1.18101,1.13685,452.079,246.444,434.166,241.566,0.187229,9.82459,11.8962,9.6935,11.4646
13.9725,111.306,1.24085,1.1336,123817.0,69149.3,27496.6,59140.5,0.810798,1.14494,1.22833,0.782675,414.154,156.825,476.776,202.225,0.174775,8.50731,10.5524,6.90675,9.88962
11.7407,72.4184,0.85997,0.889369,139281.0,81708.6,23518.0,53993.2,1.14588,0.754891,1.18028,0.838383,499.387,221.866,309.401,195.402,0.143717,9.51729,12.2526,8.22401,9.67612
11.8104,73.5178,0.818062,1.10278,106003.0,79203.6,25538.5,41463.0,1.20476,1.21844,1.19926,1.1517,331.626,184.663,314.55,208.111,0.12951,7.04979,10.5187,7.91453,8.88736
13.4331,74.2582,1.1983,1.08027,130287.0,100701.0,24569.8,41950.3,1.0768,0.787447,1.05783,0.824139,450.258,202.138,372.955,232.956,0.1448,7.74296,8.71938,8.8946,8.95945
9.65443,82.4007,0.886094,1.18978,127917.0,65619.2,23269.6,39827.3,1.00268,0.821675,1.20865,1.23767,470.874,241.301,365.424,159.859,0.193732,8.86928,8.93116,7.96067,8.86897
13.5467,109.479,1.12122,0.872097,134691.0,98887.3,17775.4,49585.3,1.23837,0.856795,0.773198,1.09797,339.259,247.794,347.233,200.4,0.120288,9.07597,10.1249,7.57309,10.3889
10.6208,82.0578,0.950376,1.07217,125521.0,85728.7,20387.1,56802.9,1.21113,0.932407,0.922588,0.776312,417.476,176.869,457.02,189.255,0.169447,9.75469,11.6169,9.06885,7.52239
9.95676,105.092,1.01561,0.89539,117529.0,80577.2,17805.7,59926.2,0.983755,1.04463,1.20257,1.03587,330.144,245.323,450.303,196.277,0.162924,7.88573,7.71137,7.45607,11.0112
13.2953,91.5867,0.965416,0.89227,96642.0,102545.0,20972.1,42678.3,1.01499,0.869782,1.18906,0.949837,359.364,184.924,390.731,180.326,0.177822,9.35044,11.0438,8.03373,10.3128
12.9613,80.5391,1.16971,1.05202,118741.0,99063.5,21510.0,51375.5,0.903095,1.06501,1.01854,0.977688,433.492,168.378,342.903,237.483,0.190108,7.94604,9.33523,8.15015,11.1748
9.70909,110.511,1.1524,0.928813,131621.0,101224.0,22152.0,45256.7,0.810074,1.00693,0.869874,0.841225,427.073,182.612,415.852,226.73,0.181956,6.83765,9.32113,9.53744,10.9822
14.048,77.6532,1.15077,1.05133,135026.0,87025.2,16721.3,40673.3,0.775144,0.963821,1.05217,0.91726,326.17,159.627,306.108,203.454,0.127597,6.24478,11.7985,9.43066,8.34108
9.02176,74.8546,1.00919,1.00079,100351.0,67665.1,23236.1,51595.6,0.9694,0.866691,0.84729,0.828671,474.994,168.662,352.063,161.395,0.148084,7.11131,10.6422,6.16404,10.8191
10.8011,99.5539,1.19343,1.04467,130473.0,89489.4,19237.9,59126.6,0.964799,1.03038,0.986645,1.16002,303.066,232.259,413.022,208.962,0.176806,7.53195,8.95666,7.69051,10.6327
11.093,108.618,1.13291,0.913632,114155.0,88252.4,22346.5,38457.2,1.21906,1.10463,0.7589,1.12546,430.834,166.394,454.598,203.758,0.149746,9.6868,8.65753,7.30276,8.6611
9.22542,96.1376,0.88042,0.776455,147123.0,99691.5,18847.4,61623.0,1.11412,0.987369,0.960599,1.15436,449.853,202.053,358.637,214.376,0.184055,9.02344,10.5439,8.84307,10.5993
11.4363,68.2239,1.05962,0.955514,125688.0,64914.5,19712.6,56656.1,1.17222,0.975377,1.17795,0.863212,305.019,171.25,335.264,216.555,0.198537,6.98671,10.8797,6.35307,8.32885
13.0842,102.162,1.12325,0.93304,145066.0,95946.0,24498.4,42589.5,0.781464,1.12822,0.751036,0.933988,351.432,208.461,325.444,249.915,0.157475,9.68905,8.87278,6.32317,9.9364
13.9321,109.673,0.942342,1.108,138096.0,90996.7,24267.4,41908.0,0.788903,0.789473,1.14642,0.84672,371.218,165.163,465.135,157.577,0.179099,6.94353,11.3192,9.50507,10.9481
9.36903,70.224,1.23824,1.06171,91273.8,71172.2,27285.4,61183.5,1.00646,1.07314,1.21376,1.09098,321.583,193.835,391.231,246.89,0.164148,9.11988,8.04729,9.60635,9.17873
10.4771,88.257,1.18127,0.842639,148846.0,98360.4,19538.4,62008.7,0.886471,0.847196,1.04525,1.16748,332.177,170.491,409.112,232.922,0.177276,7.44095,10.478,9.74098,9.45342
12.3271,98.4803,0.882663,0.86187,128418.0,87397.3,21890.2,48006.7,1.10779,1.24409,0.84013,0.951504,492.299,164.916,460.311,159.016,0.156412,8.80887,10.4951,9.20025,10.4702
8.51321,78.818,1.03667,0.97832,99829.5,89887.7,25184.8,58754.9,0.886862,0.921933,0.757306,0.778981,313.415,244.771,306.976,204.773,0.199176,7.3465,9.70934,9.65423,10.7598
11.9498,91.2491,1.138,1.20687,106852.0,64389.7,17974.4,50181.3,1.19466,1.03381,0.914522,0.889618,389.778,176.967,422.947,221.039,0.145623,6.49708,9.1291,9.049,8.32283
10.0091,93.5631,1.02751,1.09229,117116.0,67010.5,21391.3,58214.6,0.878146,0.889632,1.06978,1.13489,495.043,155.252,418.947,217.719,0.183099,8.46343,7.78237,9.38816,10.0264
9.67539,100.703,0.972553,0.843855,127605.0,77815.4,18590.2,38249.1,1.00957,1.01375,0.824133,0.911236,467.626,243.754,438.95,154.628,0.165547,6.00999,10.2509,9.39086,10.3822
11.6242,104.242,1.095,0.876561,142013.0,100160.0,25829.1,56622.8,1.24214,0.941121,1.10764,0.780107,398.269,216.235,354.189,239.315,0.120794,9.76884,9.81438,8.93929,8.86317
12.1952,101.148,0.941645,1.04605,104196.0,82061.3,20852.5,51725.9,0.771711,1.13969,0.804422,0.76298,403.712,210.405,446.861,210.104,0.139053,8.27998,8.57039,7.77944,9.04922
11.3213,92.1929,0.947091,1.15476,136209.0,73827.9,24116.7,61919.3,0.971186,1.21653,1.01421,1.05934,443.526,223.93,368.717,169.25,0.122811,7.96341,11.4707,6.04456,9.07496
10.2107,102.984,1.02658,1.1503,112443.0,87743.3,17674.2,42449.2,0.955617,0.878321,0.992505,1.08784,391.742,166.861,489.094,175.618,0.197365,9.13703,10.9774,7.82431,11.4016
12.2678,93.4239,1.09746,1.23707,93566.0,91035.7,25985.3,49278.8,1.22222,1.22915,1.12264,1.04137,338.351,215.849,385.153,163.429,0.151542,7.13809,10.5558,9.19329,8.643
9.50026,91.094,0.799926,1.14633,114621.0,74104.8,24805.1,41087.6,0.835471,1.16758,0.875924,1.16134,324.902,159.36,451.846,246.922,0.158636,8.71974,10.2103,6.95026,10.266
10.4024,75.8878,0.945485,1.14747,143160.0,86812.3,19353.4,56990.5,1.03969,1.17214,0.930307,1.22552,388.692,211.021,412.32,152.545,0.147385,6.47991,12.1395,7.64327,11.8383
8.94883,106.882,1.21367,1.11966,106872.0,101042.0,26261.8,38654.2,1.10635,0.911762,0.885254,0.996608,347.284,165.053,417.546,186.706,0.174873,6.13963,11.7194,7.09085,9.0593
10.3473,76.4681,0.983483,0.910066,149253.0,76018.0,22285.7,39173.2,1.04504,0.836463,0.990593,1.15941,340.477,170.109,366.426,208.802,0.168345,7.98528,9.91289,6.37699,11.2379
12.6073,78.7662,1.20619,0.924016,119496.0,79624.5,24614.0,61870.0,1.03288,0.906893,0.798021,1.15602,337.854,155.491,302.278,167.335,0.134305,9.76216,10.32,8.56625,10.9725
8.71283,74.7709,1.22952,0.858945,140419.0,74312.5,19581.3,53857.3,1.01142,1.01865,1.00947,1.19648,431.019,153.282,383.432,195.785,0.183978,8.26402,9.25957,7.86472,9.58955
12.7923,99.4647,1.2264,1.09692,128247.0,74877.3,26211.5,38821.6,0.759821,0.781002,1.11001,1.1472,346.094,241.639,316.465,234.202,0.140054,6.30885,11.3659,8.2773,9.08159
8.90775,77.4308,1.17652,1.21145,106680.0,67707.7,24085.9,37807.9,1.01098,0.846811,0.794191,1.00902,314.605,154.607,486.603,202.986,0.16352,9.89304,11.436,6.51258,11.6589
12.4584,97.6206,0.916619,0.999824,110836.0,84626.8,26053.8,44157.7,0.800388,0.934704,0.797171,0.837656,455.426,240.361,439.813,191.328,0.188161,6.51542,8.39855,8.33606,7.87348
10.1637,100.576,1.10844,1.24075,134176.0,82797.1,19762.3,45629.0,1.19806,1.2491,0.752358,0.887329,463.131,156.17,362.281,191.968,0.141016,9.58901,8.50611,7.32388,10.5701
8.7407,110.103,1.18734,1.20267,146367.0,79802.1,24387.6,51136.5,0.985899,0.951222,1.11533,1.20791,488.622,235.728,366.455,197.029,0.128231,8.98051,10.969,9.28963,8.44046
13.0427,69.6011,0.764444,0.79261,108367.0,96181.3,25800.4,60647.8,0.956853,0.926578,1.03082,0.992735,456.701,187.007,348.237,230.627,0.126312,6.8521,11.4379,7.29022,11.3263
9.23844,86.1638,0.944416,0.84015,128313.0,100905.0,22019.9,48473.9,1.19723,0.801031,0.995671,0.834144,408.492,186.126,312.277,243.272,0.139518,8.0932,10.8213,6.84989,10.7702
9.13156,94.1613,0.911155,0.919851,95212.6,82583.0,16662.5,41827.8,1.1353,1.23492,1.2066,1.14202,425.874,215.658,488.122,206.698,0.180533,9.20318,11.8107,8.90015,11.3166
9.86356,72.1913,1.19586,1.22936,134844.0,70172.6,24043.0,46109.9,0.826725,0.985651,1.15925,1.21889,392.461,160.679,409.581,183.075,0.126929,9.60483,11.9597,6.82618,11.8434
10.8132,77.5779,1.06213,0.869014,104677.0,64067.5,27050.2,37587.5,1.03832,0.751763,0.9544,0.867864,420.585,248.509,388.865,184.167,0.150242,8.80549,9.15434,9.87285,12.2226
9.31966,99.1018,1.05069,0.798708,132169.0,77208.4,27031.0,55975.8,1.24403,1.01761,0.804956,0.985123,303.295,153.8,381.634,176.141,0.176523,7.81302,8.43356,6.76657,11.1884
12.6354,94.5694,1.17517,0.862023,91668.1,79699.4,27229.0,48714.6,1.09941,0.756045,0.881662,1.02752,359.634,160.718,480.384,178.194,0.135582,9.11238,12.2837,7.314,7.64092
10.8283,70.9969,1.16275,0.94818,107801.0,77702.4,21307.0,45046.0,1.13051,1.14752,1.12941,0.774909,474.239,189.437,462.594,171.813,0.141883,7.49205,8.32906,8.06676,9.7546
8.64416,104.028,1.09919,0.956612,137045.0,78280.9,21614.3,52194.3,1.19421,1.02202,0.99391,0.76018,402.9,172.426,374.705,180.685,0.135663,6.42792,11.9774,9.09645,11.3663
13.1426,69.8841,1.24636,1.04959,146779.0,75942.8,22417.9,46768.9,1.18398,0.921251,1.03425,0.855775,452.519,207.744,485.739,210.646,0.16657,7.62295,7.60207,7.44931,8.18891
11.5255,96.4827,1.03391,0.839314,114086.0,88934.3,18549.9,57484.3,0.940229,1.12391,1.1524,0.84414,315.291,185.033,456.176,179.689,0.151653,9.56403,10.6217,6.45054,8.82611
12.0684,101.851,0.897486,0.999134,142857.0,91854.4,22325.8,43449.9,1.05615,1.24564,0.761718,0.885063,460.389,187.425,482.737,236.627,0.160248,6.69333,10.5945,9.98491,8.76006
10.1392,111.689,1.19188,0.849171,123233.0,87617.4,17119.7,59769.2,0.952212,0.899864,1.17278,1.11644,457.307,191.125,483.131,200.228,0.123162,7.99698,8.27224,8.28362,11.5237
13.376,84.3153,1.09826,1.20505,134406.0,80176.3,21674.7,60571.0,0.859535,0.898609,0.942989,1.09643,308.897,180.425,385.815,207.738,0.189338,8.9274,7.99634,6.14499,10.5321
13.0301,85.2445,0.922797,1.22744,141003.0,69658.2,27177.7,50486.2,0.960759,0.796155,0.821788,0.762645,448.045,229.339,348.656,198.928,0.131316,8.59569,8.322,6.53861,10.2617
10.5719,81.3273,1.01894,0.935149,135988.0,88774.0,26295.7,61824.9,1.04646,1.19459,1.14248,1.22328,428.744,159.076,324.247,187.86,0.125058,8.07289,7.52678,8.54906,10.3735
12.1322,93.6066,1.18018,1.24755,111929.0,91636.9,24872.6,57031.8,1.02151,0.839917,1.24549,0.822691,464.497,190.142,315.017,154.454,0.129809,8.03924,7.53502,8.90866,10.9176
11.1973,85.1029,0.95714,1.1895,149547.0,66543.0,23029.1,45943.2,0.889484,1.04919,1.21961,1.11416,422.895,172.861,466.839,211.661,0.150031,6.10735,8.29368,6.58409,8.53688
12.2317,95.4915,1.00202,1.197,130982.0,78917.2,20844.6,56828.6,1.12384,0.756665,1.07576,1.10448,416.606,213.435,360.411,154.142,0.168784,6.73684,7.70283,9.66121,9.57556
13.4208,77.8004,1.20506,1.16779,138490.0,86264.4,21263.0,41538.6,1.02651,1.23315,0.814159,0.951865,446.421,182.089,485.368,217.336,0.165808,9.70851,12.0259,6.85441,7.75158
10.1168,98.2358,0.751258,1.19123,129444.0,100602.0,16999.3,55287.6,1.12634,0.805401,1.06538,1.19728,462.31,232.992,374.856,181.445,0.146353,7.12788,10.4291,7.76691,11.9035
9.35823,98.3029,1.21668,0.758674,96451.0,67128.0,22515.9,46037.9,0.838918,1.11595,0.958162,1.0629,312.817,194.512,381.25,219.088,0.154384,9.44267,7.57759,8.50987,11.8695
12.8682,86.0341,1.15485,1.18401,118292.0,68071.6,23192.3,46242.2,0.834475,0.898166,1.10267,0.886027,458.525,151.308,361.195,240.389,0.140089,7.58071,8.61177,7.15153,8.8485
12.215,89.609,1.16119,0.924892,111007.0,103608.0,21909.6,58437.2,0.853698,1.03807,1.2188,1.0995,482.382,229.596,323.795,206.125,0.120244,8.66869,8.91569,9.84416,10.6167
11.5833,102.908,1.01354,0.900735,129907.0,70081.6,23669.8,59534.1,0.962531,1.15907,0.820555,0.959561,421.543,157.997,371.888,247.576,0.169264,8.66558,9.97026,6.70963,11.7177
10.1071,101.523,1.01667,0.805013,119563.0,67981.0,18687.3,49142.4,0.788084,0.839355,1.11073,0.953761,356.388,242.931,442.394,212.364,0.12791,6.81542,9.86677,6.55107,10.8902
11.4242,71.1454,1.04029,1.11455,100167.0,87149.2,16866.2,43299.7,1.01215,1.19251,1.12382,1.00276,411.858,174.688,365.933,170.625,0.143446,6.17895,10.616,7.33289,10.7411
9.11299,110.011,0.866543,1.1983,148756.0,94259.7,26227.2,61395.6,0.786089,0.949296,1.21303,0.976305,432.956,181.727,479.116,231.827,0.167324,8.8971,11.5936,7.89578,12.1856
12.5688,91.9116,0.966245,0.963635,129111.0,68037.0,17590.1,52077.1,0.882834,0.845275,1.1376,1.23952,386.721,248.692,445.945,240.844,0.152253,9.53374,12.1881,7.49436,7.56956
13.4477,111.884,1.16718,1.09963,115628.0,99549.2,24435.0,41392.8,1.11837,0.828825,0.912052,1.1853,337.136,191.333,312.923,161.288,0.131698,6.01935,8.21364,6.22199,12.4519
10.6702,93.6519,0.791994,0.884649,144408.0,91244.5,23741.0,55246.0,1.07889,0.990589,1.09226,0.924101,378.696,227.417,359.464,213.082,0.175,7.8717,12.0925,8.80919,10.4653
11.2348,110.593,1.12267,1.1353,104186.0,77570.1,19739.8,47309.8,0.874849,1.20357,1.17665,0.806925,428.275,222.069,345.103,248.588,0.12928,8.3229,9.30639,6.74036,8.76944
8.67283,96.2007,1.07489,1.14389,138213.0,93367.7,20717.1,60354.1,1.01582,1.18394,0.8725,0.966559,369.669,183.6,490.85,227.863,0.140641,9.38491,10.0231,7.79272,9.39151
11.999,71.3082,0.862849,0.85626,92041.4,93266.6,18068.3,52231.3,1.11059,1.20008,0.983257,1.23057,375.155,239.862,477.226,150.701,0.120661,8.27313,11.8433,6.60323,12.0849
10.8335,107.777,0.949825,0.786439,138971.0,98020.1,17607.1,38896.2,1.16736,0.995234,0.818664,1.07814,459.516,204.149,363.592,212.802,0.149697,6.85885,12.215,8.55821,11.3855
10.8956,75.4149,0.795302,0.978743,102244.0,101435.0,18738.3,47150.1,1.08963,0.772792,0.775996,0.918032,323.674,219.894,378.032,188.57,0.13832,6.50388,11.0124,8.13663,8.12172
13.0601,97.9445,0.990691,1.00517,91389.0,102884.0,25603.1,49847.9,0.942638,0.939892,0.77687,0.902265,407.034,179.924,429.442,236.803,0.139193,8.19413,11.4195,6.49388,10.6776
12.9886,81.9067,1.16748,1.18205,94985.6,98506.8,22436.3,62288.6,0.776648,0.806548,0.808664,0.945105,414.081,158.598,453.587,173.568,0.196064,9.26962,10.2162,6.11141,9.51524
11.5287,76.5852,1.14195,0.837249,137925.0,73776.6,21877.7,52181.9,0.841794,0.798539,0.968783,0.884228,317.141,151.662,343.163,199.304,0.19088,9.89961,9.57119,8.58179,7.82741
10.913,101.283,0.778192,0.808377,116691.0,96591.7,24399.8,62114.8,0.996198,0.95907,1.0381,1.14833,310.679,190.248,317.777,222.231,0.19269,7.51084,10.3087,6.81194,9.46735
10.2911,107.042,0.913069,1.09615,90863.1,77989.6,17935.2,56542.0,0.988511,1.05835,1.21721,0.85503,400.237,195.283,449.284,189.859,0.16779,9.57632,11.8539,8.66431,9.24984
11.4067,83.7401,0.910911,1.10748,141069.0,101569.0,16942.0,44724.4,1.02762,1.11892,0.852409,0.854226,468.631,236.791,367.278,208.503,0.166785,6.21014,10.9445,9.60678,8.18033
10.5516,92.002,0.819766,1.02928,149986.0,99477.9,20484.7,41065.7,0.794491,1.19059,0.76626,1.11934,355.54,218.315,329.444,213.421,0.137761,8.35447,12.4671,7.59639,9.76609
10.5445,68.5046,1.24701,0.796547,123662.0,67572.1,21777.2,47253.4,0.953711,0.867631,0.859159,0.803691,393.593,229.049,380.833,221.281,0.120431,8.48067,9.34173,6.69599,10.4387
10.9294,104.733,0.959292,1.18489,94823.7,98615.9,16781.3,53146.8,1.05468,0.976748,1.1923,0.88294,444.793,159.15,301.716,248.146,0.161899,8.73264,12.0359,9.37173,9.39969
9.58836,98.7832,0.8586,1.00767,114884.0,89536.4,23960.0,48441.8,0.849923,0.892938,1.13824,1.17474,465.076,157.809,485.929,201.884,0.152597,6.87071,9.07348,6.18106,8.68477
9.61497,73.6409,1.0084,0.781507,146404.0,96520.3,22972.6,59815.9,0.89635,1.12138,1.15821,1.22083,482.168,249.252,352.326,214.593,0.193839,6.29298,11.6047,6.98333,12.2915
9.80703,97.6895,0.77631,1.13093,128807.0,66452.6,22979.0,60550.1,1.09521,0.76097,0.936485,1.12116,310.908,248.056,411.21,192.897,0.13847,9.54751,9.79083,6.23298,11.6027
13.1152,89.2012,1.07177,0.87056,99034.9,77776.5,20059.8,50290.7,0.878872,0.938514,0.760324,0.924877,344.438,242.389,387.371,191.935,0.133352,9.16703,11.929,8.42978,8.39751
12.2974,88.8279,0.93842,1.01128,127210.0,85109.2,23292.8,52692.8,1.02394,1.16567,1.17028,0.794115,353.321,239.472,328.424,151.723,0.173783,9.17202,8.74469,9.30823,10.0606
9.69351,108.353,1.1325,1.21632,125162.0,80993.5,22459.0,40265.9,1.07237,1.18451,0.931035,1.24215,396.231,214.753,318.821,184.883,0.157373,8.29778,10.5843,8.95357,10.6196
10.361,79.6739,0.855892,1.05034,144789.0,103811.0,21033.4,40162.9,1.15437,1.15134,0.916614,0.823477,370.556,200.07,476.488,247.188,0.194266,9.87868,11.3431,6.6645,8.26132
11.1639,105.433,0.953133,0.767604,138070.0,76742.5,19150.0,50378.7,0.919579,1.03173,1.11485,1.00833,397.64,232.026,360.519,225.172,0.157328,6.83165,9.37252,7.40126,10.4059
10.7234,82.6173,1.12544,0.916703,118791.0,73482.6,19470.8,49122.0,0.866601,1.22823,1.24104,1.06699,477.186,213.938,470.718,212.25,0.151091,6.09187,9.22761,6.01599,8.66834
12.6999,94.5899,0.841167,1.19428,112744.0,83140.9,20803.7,51312.1,1.13577,0.998778,1.1714,0.930553,350.72,189.81,496.822,202.002,0.192632,8.38612,9.41902,8.53066,12.0662
9.45109,68.6383,0.847166,0.88729,103012.0,92730.3,25421.7,39061.7,0.999253,1.14605,0.868239,0.836192,354.792,194.778,316.902,178.964,0.199426,8.51216,8.5458,8.9775,10.038
13.5265,104.086,0.960133,0.982743,92968.5,94669.5,20747.8,53777.3,1.04878,1.18112,1.24272,0.934201,418.285,156.874,449.591,165.764,0.179483,8.81303,9.05252,8.6556,9.71721
13.8094,80.474,1.21109,1.17823,112808.0,102742.0,23005.5,43083.4,0.972379,0.767574,1.10816,0.782212,419.773,236.285,423.203,224.837,0.160036,6.21697,8.82245,9.87573,10.4349
13.6322,86.9714,1.02803,1.22239,138759.0,69363.9,26082.3,55343.3,0.768993,1.04933,0.866077,1.19884,485.017,226.113,465.772,225.566,0.194414,6.40537,10.4198,6.67357,12.4323
9.14817,83.2179,0.809739,1.06661,132858.0,68638.6,21234.7,57539.3,1.23053,0.852231,0.938066,0.875481,406.454,222.137,433.237,240.212,0.161939,9.86514,8.77026,8.68153,7.96837
13.8598,103.291,1.05319,0.763609,100525.0,78194.0,24218.8,49482.3,1.1452,0.840832,0.836711,1.21135,392.813,245.821,458.279,174.693,0.16154,6.68057,10.1712,8.434,9.04099
11.9462,87.8487,1.20873,1.01363,110870.0,80229.9,21980.1,52970.8,0.793763,1.13527,1.22474,0.972852,450.724,224.348,496.049,249.82,0.184596,6.08256,11.2819,8.50776,12.248
9.27393,83.3912,1.10737,0.902591,125825.0,103750.0,23329.9,59989.3,0.856078,1.1601,0.988245,0.909322,346.904,235.832,409.821,228.708,0.175208,7.01215,7.50601,9.56555,7.84122
10.6784,82.3387,0.99419,1.07712,149442.0,83517.0,23876.2,46793.7,1.17815,1.05881,0.964208,0.935088,329.258,241.438,451.995,203.558,0.162344,7.94079,9.9932,8.84808,7.55365
12.6313,106.35,0.891498,1.14909,136349.0,98427.5,22185.4,42317.9,1.22199,1.17877,0.790444,0.872202,472.412,230.896,311.572,249.725,0.125701,8.72815,9.37637,8.11049,9.44742
10.6113,78.4961,0.954383,0.936239,95342.4,86870.1,26292.5,55478.5,1.23379,1.09073,1.24684,0.997707,414.719,245.077,426.943,169.847,0.172245,8.94186,9.77979,7.43374,11.6297
9.79327,95.6268,0.829821,1.00288,91605.0,70884.7,25492.8,54071.0,1.24605,1.24516,0.750201,1.01312,480.609,156.315,326.689,215.015,0.140441,6.89197,10.5705,8.09887,12.421
9.40653,70.0761,1.13596,1.13823,122015.0,91089.3,17852.3,45011.3,1.06989,1.13803,1.07227,1.20252,380.883,167.722,498.081,197.971,0.180626,9.85074,12.4775,7.28497,8.2534
11.7051,90.7398,0.894822,0.964769,144878.0,74187.4,23156.3,51185.6,0.909535,0.992573,0.786383,0.877178,383.073,178.834,355.616,226.004,0.12525,8.25724,9.11667,9.06398,11.0585
